frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(1011.1175537109375), np.float64(1016.3992919921875))","(np.float64(1099.3756103515625), np.float64(1038.7738037109375))","(np.float64(1003.046875), np.float64(1026.8970947265625))","(np.float64(1095.4716796875), np.float64(1052.8704833984375))","(np.float64(1002.9412841796875), np.float64(1050.83837890625))","(np.float64(1083.57861328125), np.float64(1067.080810546875))","(np.float64(1012.854736328125), np.float64(1076.629638671875))","(np.float64(1071.29248046875), np.float64(1084.8623046875))","(np.float64(1030.9307861328125), np.float64(1108.546630859375))","(np.float64(1059.531494140625), np.float64(1097.1458740234375))"
1,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(1005.73486328125), np.float64(1016.8983764648438))","(np.float64(1092.7694091796875), np.float64(1041.447998046875))","(np.float64(997.6435546875), np.float64(1027.32568359375))","(np.float64(1088.8941650390625), np.float64(1055.5689697265625))","(np.float64(997.3023681640625), np.float64(1051.2674560546875))","(np.float64(1076.918701171875), np.float64(1069.7259521484375))","(np.float64(1005.4151000976562), np.float64(1077.135498046875))","(np.float64(1064.599609375), np.float64(1087.546630859375))","(np.float64(1023.4479370117188), np.float64(1109.15380859375))","(np.float64(1056.5888671875), np.float64(1099.7508544921875))"
2,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(1001.815673828125), np.float64(1017.0165405273438))","(np.float64(1087.3914794921875), np.float64(1037.734130859375))","(np.float64(992.1465454101562), np.float64(1027.50390625))","(np.float64(1085.5390625), np.float64(1051.8536376953125))","(np.float64(990.301513671875), np.float64(1051.4049072265625))","(np.float64(1075.6025390625), np.float64(1069.6358642578125))","(np.float64(999.94921875), np.float64(1077.2200927734375))","(np.float64(1065.418212890625), np.float64(1087.685546875))","(np.float64(1015.9991455078125), np.float64(1109.5087890625))","(np.float64(1068.2431030273438), np.float64(1104.881103515625))"
3,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(999.52294921875), np.float64(1016.6598510742188))","(np.float64(1083.6802978515625), np.float64(1034.1761474609375))","(np.float64(991.2327270507812), np.float64(1027.0693359375))","(np.float64(1085.48193359375), np.float64(1050.2415771484375))","(np.float64(989.4413452148438), np.float64(1050.9852294921875))","(np.float64(1077.52587890625), np.float64(1069.955810546875))","(np.float64(997.240478515625), np.float64(1076.8602294921875))","(np.float64(1071.546630859375), np.float64(1091.8106689453125))","(np.float64(1013.3909912109375), np.float64(1109.2921142578125))","(np.float64(1079.8973388671875), np.float64(1110.0113525390625))"
4,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(1008.1275634765625), np.float64(1015.945556640625))","(np.float64(1093.3214111328125), np.float64(1033.762451171875))","(np.float64(998.4846801757812), np.float64(1026.9981689453125))","(np.float64(1093.5963134765625), np.float64(1049.7509765625))","(np.float64(998.3450927734375), np.float64(1051.0565185546875))","(np.float64(1087.5904541015625), np.float64(1069.6514892578125))","(np.float64(1008.1065673828125), np.float64(1076.906982421875))","(np.float64(1083.4075927734375), np.float64(1090.0965576171875))","(np.float64(1024.057861328125), np.float64(1109.102294921875))","(np.float64(1093.38232421875), np.float64(1107.80322265625))"
5,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(1009.4384155273438), np.float64(1015.498779296875))","(np.float64(1094.22314453125), np.float64(1033.483154296875))","(np.float64(1001.2596435546875), np.float64(1026.56640625))","(np.float64(1096.0032958984375), np.float64(1049.4735107421875))","(np.float64(1001.0496826171875), np.float64(1050.583740234375))","(np.float64(1088.341064453125), np.float64(1069.3841552734375))","(np.float64(1009.1546630859375), np.float64(1076.4383544921875))","(np.float64(1084.027099609375), np.float64(1091.3284912109375))","(np.float64(1025.43603515625), np.float64(1108.65234375))","(np.float64(1094.2952880859375), np.float64(1107.33349609375))"
6,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(1006.6723022460938), np.float64(1017.1962280273438))","(np.float64(1091.5914306640625), np.float64(1044.0810546875))","(np.float64(997.0547485351562), np.float64(1027.539794921875))","(np.float64(1091.55419921875), np.float64(1058.346923828125))","(np.float64(996.6614379882812), np.float64(1051.5078125))","(np.float64(1079.6644287109375), np.float64(1074.3021240234375))","(np.float64(1004.7897338867188), np.float64(1077.4002685546875))","(np.float64(1067.5108642578125), np.float64(1092.1495361328125))","(np.float64(1020.9996948242188), np.float64(1109.655517578125))","(np.float64(1073.960693359375), np.float64(1107.1204833984375))"
7,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(999.4681396484375), np.float64(1018.6094360351562))","(np.float64(1086.01708984375), np.float64(1054.5675048828125))","(np.float64(991.3543090820312), np.float64(1029.4776611328125))","(np.float64(1080.0455322265625), np.float64(1066.87548828125))","(np.float64(989.481201171875), np.float64(1052.0792236328125))","(np.float64(1065.98291015625), np.float64(1080.8526611328125))","(np.float64(997.2885131835938), np.float64(1079.5924072265625))","(np.float64(1051.674072265625), np.float64(1096.6343994140625))","(np.float64(1013.5068969726562), np.float64(1111.59375))","(np.float64(1053.6260986328125), np.float64(1106.907470703125))"
8,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(1001.0721435546875), np.float64(1016.9971313476562))","(np.float64(1086.1346435546875), np.float64(1055.0694580078125))","(np.float64(991.2584228515625), np.float64(1027.3504638671875))","(np.float64(1080.1910400390625), np.float64(1068.9642333984375))","(np.float64(989.3002319335938), np.float64(1051.287353515625))","(np.float64(1066.1917724609375), np.float64(1082.9290771484375))","(np.float64(997.0992431640625), np.float64(1077.1766357421875))","(np.float64(1051.9093017578125), np.float64(1097.1492919921875))","(np.float64(1013.2188720703125), np.float64(1111.144775390625))","(np.float64(1052.363525390625), np.float64(1107.470947265625))"
9,1,labels_v001_187_09_14_21_ Cage Kal_ 5_Mated_sub1_208_219_analysis,"(np.float64(1004.612548828125), np.float64(1018.576416015625))","(np.float64(1090.588623046875), np.float64(1047.1658935546875))","(np.float64(996.6495971679688), np.float64(1027.801513671875))","(np.float64(1090.6865234375), np.float64(1061.31005859375))","(np.float64(996.261962890625), np.float64(1053.521728515625))","(np.float64(1082.4656982421875), np.float64(1079.010498046875))","(np.float64(1004.36572265625), np.float64(1079.53369140625))","(np.float64(1072.5513916015625), np.float64(1097.2913818359375))","(np.float64(1020.361083984375), np.float64(1109.842529296875))","(np.float64(1069.2771606445312), np.float64(1109.843017578125))"
