frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(678.4155883789062), np.float64(943.958251953125))","(np.float64(772.6323852539062), np.float64(966.4755249023438))","(np.float64(672.616455078125), np.float64(958.0741577148438))","(np.float64(778.5111694335938), np.float64(980.0470581054688))","(np.float64(674.3947143554688), np.float64(978.1637573242188))","(np.float64(780.7290649414062), np.float64(998.3511962890625))","(np.float64(680.497802734375), np.float64(1003.8992309570312))","(np.float64(784.5093383789062), np.float64(1020.1619873046875))","(np.float64(690.8590698242188), np.float64(1030.0211181640625))","(np.float64(784.5228881835938), np.float64(1044.3431396484375))"
1,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(694.24462890625), np.float64(947.3638916015625))","(np.float64(768.8068237304688), np.float64(948.7748413085938))","(np.float64(688.7012329101562), np.float64(961.6722412109375))","(np.float64(774.997314453125), np.float64(962.66650390625))","(np.float64(692.2536010742188), np.float64(981.7386474609375))","(np.float64(783.0634155273438), np.float64(982.6947631835938))","(np.float64(700.3987426757812), np.float64(1007.3678588867188))","(np.float64(792.7667236328125), np.float64(1002.9912719726562))","(np.float64(714.2820434570312), np.float64(1031.7989501953125))","(np.float64(805.0191650390625), np.float64(1020.6532592773438))"
2,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(705.6624755859375), np.float64(948.8299560546875))","(np.float64(783.9741821289062), np.float64(944.2313232421875))","(np.float64(701.7183227539062), np.float64(963.0592041015625))","(np.float64(793.8272094726562), np.float64(954.4111938476562))","(np.float64(705.5869750976562), np.float64(983.1245727539062))","(np.float64(804.0503540039062), np.float64(972.3385009765625))","(np.float64(715.4490966796875), np.float64(1008.7090454101562))","(np.float64(815.818603515625), np.float64(992.04833984375))","(np.float64(729.2348022460938), np.float64(1032.9498291015625))","(np.float64(825.9689331054688), np.float64(1014.0040283203125))"
3,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(714.40966796875), np.float64(947.287841796875))","(np.float64(797.0707397460938), np.float64(959.226806640625))","(np.float64(710.4839477539062), np.float64(961.4501953125))","(np.float64(802.9237670898438), np.float64(971.4866333007812))","(np.float64(714.4600219726562), np.float64(981.4658813476562))","(np.float64(808.6495361328125), np.float64(991.3148803710938))","(np.float64(724.5648803710938), np.float64(1007.2232055664062))","(np.float64(812.78662109375), np.float64(1011.7089233398438))","(np.float64(738.8540649414062), np.float64(1029.4197998046875))","(np.float64(820.8623046875), np.float64(1039.1475830078125))"
4,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(687.6878662109375), np.float64(941.473388671875))","(np.float64(771.6085205078125), np.float64(954.8844909667969))","(np.float64(685.3967895507812), np.float64(955.3485717773438))","(np.float64(777.4601135253906), np.float64(967.9047241210938))","(np.float64(683.70263671875), np.float64(975.7048950195312))","(np.float64(782.376708984375), np.float64(987.8960571289062))","(np.float64(691.5036010742188), np.float64(1001.42529296875))","(np.float64(768.519775390625), np.float64(969.5162353515625))","(np.float64(699.7002563476562), np.float64(1025.61865234375))","(np.float64(753.1046142578125), np.float64(949.420654296875))"
5,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(674.7463989257812), np.float64(939.3943481445312))","(np.float64(746.1463012695312), np.float64(950.5421752929688))","(np.float64(670.6076049804688), np.float64(951.6292114257812))","(np.float64(751.9964599609375), np.float64(964.3228149414062))","(np.float64(668.7968139648438), np.float64(973.5023803710938))","(np.float64(756.1038818359375), np.float64(984.4772338867188))","(np.float64(676.5181274414062), np.float64(999.3449096679688))","(np.float64(759.9251098632812), np.float64(1006.8418579101562))","(np.float64(686.6005249023438), np.float64(1023.5345458984375))","(np.float64(766.01513671875), np.float64(1032.3023681640625))"
6,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(690.0736083984375), np.float64(943.6757202148438))","(np.float64(761.5906778971354), np.float64(947.6699422200521))","(np.float64(686.59619140625), np.float64(958.0516357421875))","(np.float64(768.7821858723959), np.float64(960.1705729166666))","(np.float64(688.1844482421875), np.float64(979.5703735351562))","(np.float64(775.65625), np.float64(978.9322509765625))","(np.float64(696.1890869140625), np.float64(1003.5933837890625))","(np.float64(782.7476196289062), np.float64(1000.5139770507812))","(np.float64(708.0967407226562), np.float64(1027.731201171875))","(np.float64(791.5372517903646), np.float64(1022.8435465494791))"
7,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(719.86962890625), np.float64(947.1268920898438))","(np.float64(777.0350545247396), np.float64(944.7977091471354))","(np.float64(716.0743408203125), np.float64(959.5487060546875))","(np.float64(785.5679117838541), np.float64(956.0183308919271))","(np.float64(718.0083618164062), np.float64(981.3834838867188))","(np.float64(795.2086181640625), np.float64(973.3872680664062))","(np.float64(727.954345703125), np.float64(1007.1629638671875))","(np.float64(805.5701293945312), np.float64(994.1860961914062))","(np.float64(742.1314697265625), np.float64(1029.6328125))","(np.float64(817.0593668619791), np.float64(1013.3847249348959))"
8,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(715.80126953125), np.float64(947.5726928710938))","(np.float64(792.4794311523438), np.float64(941.9254760742188))","(np.float64(712.229736328125), np.float64(959.988525390625))","(np.float64(802.3536376953125), np.float64(951.8660888671875))","(np.float64(714.1351318359375), np.float64(981.7615356445312))","(np.float64(814.760986328125), np.float64(967.84228515625))","(np.float64(723.8548583984375), np.float64(1007.5841674804688))","(np.float64(828.3926391601562), np.float64(987.8582153320312))","(np.float64(737.755126953125), np.float64(1029.88134765625))","(np.float64(842.5814819335938), np.float64(1003.9259033203125))"
9,2,labels_v001_060_08_20_21_ Set 1_ Cage A_ 3_Virgin_sub0_135_151_succesful_analysis,"(np.float64(697.3502197265625), np.float64(944.9909057617188))","(np.float64(782.9850056966146), np.float64(937.4926961263021))","(np.float64(693.4183959960938), np.float64(959.022705078125))","(np.float64(792.260498046875), np.float64(947.3872477213541))","(np.float64(693.4677734375), np.float64(979.0252685546875))","(np.float64(805.0968017578125), np.float64(962.7360229492188))","(np.float64(701.443115234375), np.float64(1004.9301147460938))","(np.float64(784.3825073242188), np.float64(1005.412109375))","(np.float64(713.5070190429688), np.float64(1030.9666748046875))","(np.float64(832.3641967773438), np.float64(998.1642659505209))"
