frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1089.2906494140625), np.float64(875.1179809570312))","(np.float64(1227.2044677734375), np.float64(871.46923828125))","(np.float64(1081.2802734375), np.float64(889.1940307617188))","(np.float64(1232.9976806640625), np.float64(885.5012817382812))","(np.float64(1073.02587890625), np.float64(907.0796508789062))","(np.float64(1239.1138916015625), np.float64(907.2833251953125))","(np.float64(1069.051025390625), np.float64(933.0487060546875))","(np.float64(1137.3973388671875), np.float64(959.7708129882812))","(np.float64(1067.1220703125), np.float64(962.9066772460938))","(np.float64(1157.4581298828125), np.float64(942.3021240234375))"
1,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1141.87060546875), np.float64(853.4998779296875))","(np.float64(1227.2044677734375), np.float64(871.46923828125))","(np.float64(1135.664306640625), np.float64(865.8930053710938))","(np.float64(1232.9976806640625), np.float64(885.5012817382812))","(np.float64(1131.6573486328125), np.float64(887.5590209960938))","(np.float64(1239.1138916015625), np.float64(907.2833251953125))","(np.float64(1135.584716796875), np.float64(913.5791015625))","(np.float64(1248.865234375), np.float64(927.654296875))","(np.float64(1143.4873046875), np.float64(945.425048828125))","(np.float64(1265.184326171875), np.float64(949.196533203125))"
2,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1142.8922119140625), np.float64(853.7386474609375))","(np.float64(1183.0353597005208), np.float64(908.1053873697916))","(np.float64(1136.6739501953125), np.float64(866.0674438476562))","(np.float64(1184.2757161458333), np.float64(921.4989217122396))","(np.float64(1132.727783203125), np.float64(887.7562255859375))","(np.float64(1183.0745035807292), np.float64(941.2244059244791))","(np.float64(1136.4923095703125), np.float64(913.8617553710938))","(np.float64(1184.7773844401042), np.float64(960.1720377604166))","(np.float64(1144.40625), np.float64(945.6807250976562))","(np.float64(1189.1051432291667), np.float64(982.6416829427084))"
3,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1077.9276123046875), np.float64(879.4257202148438))","(np.float64(1138.8662516276042), np.float64(944.7415364583334))","(np.float64(1071.717529296875), np.float64(895.1605224609375))","(np.float64(1135.5537516276042), np.float64(957.4965616861979))","(np.float64(1063.593017578125), np.float64(911.5778198242188))","(np.float64(1127.0351155598958), np.float64(975.1654866536459))","(np.float64(1057.508544921875), np.float64(937.4082641601562))","(np.float64(1120.6895345052083), np.float64(992.6897786458334))","(np.float64(1085.2418212890625), np.float64(961.09228515625))","(np.float64(1113.0259602864583), np.float64(1016.0868326822916))"
4,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1059.8961181640625), np.float64(888.6221313476562))","(np.float64(1094.6971435546875), np.float64(981.377685546875))","(np.float64(1048.21484375), np.float64(900.6561889648438))","(np.float64(1086.831787109375), np.float64(993.4942016601562))","(np.float64(1038.0140380859375), np.float64(918.564208984375))","(np.float64(1070.9957275390625), np.float64(1009.1065673828125))","(np.float64(1031.7830810546875), np.float64(944.57958984375))","(np.float64(1056.6016845703125), np.float64(1025.20751953125))","(np.float64(1026.077392578125), np.float64(976.5038452148438))","(np.float64(1036.94677734375), np.float64(1049.531982421875))"
5,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1083.421630859375), np.float64(878.7085571289062))","(np.float64(1148.6675415039062), np.float64(936.6627807617188))","(np.float64(1075.3597412109375), np.float64(892.5997924804688))","(np.float64(1145.9052734375), np.float64(950.6107788085938))","(np.float64(1067.1580810546875), np.float64(910.5507202148438))","(np.float64(1139.0138549804688), np.float64(969.3427734375))","(np.float64(1061.2392578125), np.float64(936.609375))","(np.float64(1136.76611328125), np.float64(959.9030151367188))","(np.float64(1055.535400390625), np.float64(966.5872802734375))","(np.float64(1148.9249267578125), np.float64(927.7333984375))"
6,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1124.0594482421875), np.float64(865.5324096679688))","(np.float64(1202.637939453125), np.float64(891.9478759765625))","(np.float64(1115.78759765625), np.float64(876.01171875))","(np.float64(1204.978759765625), np.float64(907.7273559570312))","(np.float64(1109.9219970703125), np.float64(897.9321899414062))","(np.float64(1207.031982421875), np.float64(929.5789794921875))","(np.float64(1111.7830810546875), np.float64(925.6417236328125))","(np.float64(1212.6846923828125), np.float64(951.6759643554688))","(np.float64(1116.0179443359375), np.float64(956.020263671875))","(np.float64(1173.7676391601562), np.float64(959.6238708496094))"
7,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1108.88623046875), np.float64(871.3302001953125))","(np.float64(1184.6856689453125), np.float64(905.3390502929688))","(np.float64(1099.162353515625), np.float64(885.1133422851562))","(np.float64(1186.479736328125), np.float64(919.7367553710938))","(np.float64(1093.076171875), np.float64(903.5794067382812))","(np.float64(1184.8709716796875), np.float64(939.6931762695312))","(np.float64(1092.8050537109375), np.float64(931.3936157226562))","(np.float64(1188.4744873046875), np.float64(963.44970703125))","(np.float64(1094.8983154296875), np.float64(961.6553955078125))","(np.float64(1198.6103515625), np.float64(991.5143432617188))"
8,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1092.6068115234375), np.float64(876.8745727539062))","(np.float64(1088.43603515625), np.float64(879.7459716796875))","(np.float64(1082.8094482421875), np.float64(890.6744995117188))","(np.float64(1100.80859375), np.float64(870.1029663085938))","(np.float64(1074.8963623046875), np.float64(908.925048828125))","(np.float64(1122.5086669921875), np.float64(869.840576171875))","(np.float64(1072.625732421875), np.float64(936.619384765625))","(np.float64(1144.589599609375), np.float64(867.6265869140625))","(np.float64(1072.7618408203125), np.float64(968.5349731445312))","(np.float64(1164.5106201171875), np.float64(847.931396484375))"
9,3,labels_v001_033_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub0_61_68_attempted_analysis,"(np.float64(1078.751220703125), np.float64(882.63525390625))","(np.float64(1131.1888427734375), np.float64(961.308837890625))","(np.float64(1066.9354248046875), np.float64(893.0371704101562))","(np.float64(1125.188720703125), np.float64(974.996337890625))","(np.float64(1058.514404296875), np.float64(914.5618896484375))","(np.float64(1113.251953125), np.float64(992.8961181640625))","(np.float64(1052.673828125), np.float64(940.7091064453125))","(np.float64(1103.2509765625), np.float64(1013.0604858398438))","(np.float64(1050.8123779296875), np.float64(972.8317260742188))","(np.float64(1095.211669921875), np.float64(1043.2933349609375))"
