frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(918.6221923828125), np.float64(897.513427734375))","(np.float64(996.5610961914062), np.float64(941.2644653320312))","(np.float64(912.5341796875), np.float64(911.3773193359375))","(np.float64(994.6790161132812), np.float64(955.4426879882812))","(np.float64(910.504150390625), np.float64(931.6798095703125))","(np.float64(990.48095703125), np.float64(975.4989624023438))","(np.float64(916.247802734375), np.float64(957.5305786132812))","(np.float64(984.2725219726562), np.float64(997.25927734375))","(np.float64(924.2507934570312), np.float64(981.969970703125))","(np.float64(978.3568115234375), np.float64(1023.342041015625))"
1,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(906.3801879882812), np.float64(896.956298828125))","(np.float64(981.753173828125), np.float64(941.6412353515625))","(np.float64(900.2575073242188), np.float64(909.1800537109375))","(np.float64(980.0092163085938), np.float64(955.6959228515625))","(np.float64(896.5026245117188), np.float64(930.9802856445312))","(np.float64(975.94140625), np.float64(975.7044067382812))","(np.float64(900.2830810546875), np.float64(956.9161987304688))","(np.float64(967.7079467773438), np.float64(997.3009643554688))","(np.float64(908.3182373046875), np.float64(980.8794555664062))","(np.float64(963.7540283203125), np.float64(1023.1810913085938))"
2,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(902.013427734375), np.float64(893.1845092773438))","(np.float64(975.1217651367188), np.float64(941.2310180664062))","(np.float64(895.8441162109375), np.float64(905.6211547851562))","(np.float64(973.3616943359375), np.float64(955.2667846679688))","(np.float64(891.9570922851562), np.float64(927.2720947265625))","(np.float64(969.1987915039062), np.float64(975.2915649414062))","(np.float64(895.6106567382812), np.float64(953.1746826171875))","(np.float64(960.9722290039062), np.float64(997.0115356445312))","(np.float64(903.5381469726562), np.float64(977.5032958984375))","(np.float64(958.8617553710938), np.float64(1023.054443359375))"
3,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(914.9735717773438), np.float64(891.5394897460938))","(np.float64(967.1791381835938), np.float64(884.4446411132812))","(np.float64(908.9679565429688), np.float64(905.6328735351562))","(np.float64(975.1708984375), np.float64(896.31591796875))","(np.float64(906.8338012695312), np.float64(925.549072265625))","(np.float64(984.963134765625), np.float64(914.1316528320312))","(np.float64(908.8238525390625), np.float64(949.5752563476562))","(np.float64(992.8897094726562), np.float64(934.5465698242188))","(np.float64(917.050537109375), np.float64(975.7483520507812))","(np.float64(1002.9649658203125), np.float64(958.095703125))"
4,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(911.8858642578125), np.float64(893.32763671875))","(np.float64(984.8365478515625), np.float64(916.8623657226562))","(np.float64(906.0291748046875), np.float64(907.3566284179688))","(np.float64(986.7664184570312), np.float64(932.6071166992188))","(np.float64(903.7750854492188), np.float64(927.47119140625))","(np.float64(986.6552124023438), np.float64(952.9232177734375))","(np.float64(907.67431640625), np.float64(953.2073974609375))","(np.float64(984.46923828125), np.float64(976.5518798828125))","(np.float64(912.0325927734375), np.float64(977.470458984375))","(np.float64(982.5426025390625), np.float64(1000.6463623046875))"
5,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(925.2897338867188), np.float64(895.7400512695312))","(np.float64(991.4183959960938), np.float64(949.917236328125))","(np.float64(920.9170532226562), np.float64(909.58251953125))","(np.float64(989.1142578125), np.float64(963.7612915039062))","(np.float64(917.285400390625), np.float64(929.9319458007812))","(np.float64(979.4948120117188), np.float64(983.714599609375))","(np.float64(920.965087890625), np.float64(955.6432495117188))","(np.float64(971.1027221679688), np.float64(1003.841552734375))","(np.float64(929.2760620117188), np.float64(979.989990234375))","(np.float64(961.032470703125), np.float64(1028.01708984375))"
6,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(919.7171630859375), np.float64(895.68994140625))","(np.float64(992.6278686523438), np.float64(943.0269165039062))","(np.float64(913.8544921875), np.float64(909.7117309570312))","(np.float64(990.631103515625), np.float64(958.699462890625))","(np.float64(911.6865844726562), np.float64(929.915283203125))","(np.float64(984.6983642578125), np.float64(978.9080810546875))","(np.float64(915.5914916992188), np.float64(955.6637573242188))","(np.float64(976.4156494140625), np.float64(1000.712890625))","(np.float64(923.6917114257812), np.float64(981.9834594726562))","(np.float64(970.6378784179688), np.float64(1024.78564453125))"
7,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(903.8956909179688), np.float64(895.9002685546875))","(np.float64(973.0028076171875), np.float64(936.2461547851562))","(np.float64(897.835693359375), np.float64(908.1768798828125))","(np.float64(975.1791381835938), np.float64(949.9915161132812))","(np.float64(893.8452758789062), np.float64(929.9574584960938))","(np.float64(973.1322631835938), np.float64(969.820556640625))","(np.float64(895.84716796875), np.float64(955.8516235351562))","(np.float64(968.755126953125), np.float64(991.8846435546875))","(np.float64(903.93505859375), np.float64(980.145751953125))","(np.float64(960.7886962890625), np.float64(1015.9199829101562))"
8,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(901.62744140625), np.float64(891.664306640625))","(np.float64(971.8781127929688), np.float64(924.516357421875))","(np.float64(895.343505859375), np.float64(904.1121826171875))","(np.float64(973.6824951171875), np.float64(938.8099365234375))","(np.float64(891.4096069335938), np.float64(924.0433349609375))","(np.float64(973.554931640625), np.float64(960.6641235351562))","(np.float64(893.20068359375), np.float64(949.760009765625))","(np.float64(971.6531982421875), np.float64(984.39453125))","(np.float64(901.5304565429688), np.float64(976.1410522460938))","(np.float64(971.7506103515625), np.float64(1008.3955078125))"
9,0,labels_v001_158_09_13_21_ Cage Wo_ 2_Virgin_sub5_401_423_analysis,"(np.float64(911.3723754882812), np.float64(893.3407592773438))","(np.float64(981.8073120117188), np.float64(928.7872314453125))","(np.float64(905.3572387695312), np.float64(907.399658203125))","(np.float64(982.028564453125), np.float64(943.07373046875))","(np.float64(902.986328125), np.float64(927.3746948242188))","(np.float64(981.7849731445312), np.float64(964.9229736328125))","(np.float64(905.1058959960938), np.float64(953.1644287109375))","(np.float64(979.76416015625), np.float64(988.6775512695312))","(np.float64(913.2807006835938), np.float64(979.43994140625))","(np.float64(979.9281616210938), np.float64(1012.7733154296875))"
