frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(881.992431640625), np.float64(923.723876953125))","(np.float64(967.6092529296875), np.float64(922.9921875))","(np.float64(879.9622192382812), np.float64(938.061767578125))","(np.float64(969.6417236328125), np.float64(937.2776489257812))","(np.float64(878.2061157226562), np.float64(959.6743774414062))","(np.float64(973.3951416015625), np.float64(958.9097290039062))","(np.float64(887.9082641601562), np.float64(983.7027587890625))","(np.float64(975.4811401367188), np.float64(980.9658203125))","(np.float64(901.9683227539062), np.float64(1005.5836791992188))","(np.float64(979.5940551757812), np.float64(999.0942993164062))"
1,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(880.2605590820312), np.float64(923.5521240234375))","(np.float64(967.6092529296875), np.float64(922.9921875))","(np.float64(876.6346435546875), np.float64(939.3800659179688))","(np.float64(969.6417236328125), np.float64(937.2776489257812))","(np.float64(874.6200561523438), np.float64(959.3983764648438))","(np.float64(973.3951416015625), np.float64(958.9097290039062))","(np.float64(884.3655395507812), np.float64(983.4353637695312))","(np.float64(975.4811401367188), np.float64(980.9658203125))","(np.float64(898.5333251953125), np.float64(1005.5087890625))","(np.float64(979.5940551757812), np.float64(999.0942993164062))"
2,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(892.496826171875), np.float64(921.7514038085938))","(np.float64(957.737548828125), np.float64(921.2040201822916))","(np.float64(892.03857421875), np.float64(937.635986328125))","(np.float64(959.2100423177084), np.float64(935.4223225911459))","(np.float64(890.22607421875), np.float64(956.217529296875))","(np.float64(961.6588745117188), np.float64(956.5245971679688))","(np.float64(900.1503295898438), np.float64(979.8350830078125))","(np.float64(963.6590169270834), np.float64(978.4993896484375))","(np.float64(914.4708862304688), np.float64(1002.1421508789062))","(np.float64(967.0018717447916), np.float64(999.2335611979166))"
3,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(898.4838256835938), np.float64(920.7799682617188))","(np.float64(947.8658447265625), np.float64(919.4158528645834))","(np.float64(898.1534423828125), np.float64(936.7655639648438))","(np.float64(948.7783610026041), np.float64(933.5669962565104))","(np.float64(896.5291748046875), np.float64(956.888427734375))","(np.float64(949.922607421875), np.float64(954.1394653320312))","(np.float64(908.2474365234375), np.float64(980.5361938476562))","(np.float64(951.8368937174479), np.float64(976.032958984375))","(np.float64(924.2171630859375), np.float64(1002.4041748046875))","(np.float64(954.4096883138021), np.float64(999.3728230794271))"
4,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(866.8006591796875), np.float64(927.217041015625))","(np.float64(937.994140625), np.float64(917.627685546875))","(np.float64(861.2076416015625), np.float64(939.623779296875))","(np.float64(938.3466796875), np.float64(931.711669921875))","(np.float64(860.82666015625), np.float64(961.5029907226562))","(np.float64(938.1863403320312), np.float64(951.7543334960938))","(np.float64(868.8366088867188), np.float64(987.2404174804688))","(np.float64(940.0147705078125), np.float64(973.5665283203125))","(np.float64(882.8896484375), np.float64(1007.35400390625))","(np.float64(941.8175048828125), np.float64(999.5120849609375))"
5,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(867.7055053710938), np.float64(927.34033203125))","(np.float64(942.8356323242188), np.float64(918.257568359375))","(np.float64(863.6176147460938), np.float64(939.7835083007812))","(np.float64(942.8272705078125), np.float64(932.3167114257812))","(np.float64(861.7265014648438), np.float64(961.693603515625))","(np.float64(940.8914794921875), np.float64(950.5748291015625))","(np.float64(871.4613037109375), np.float64(987.358154296875))","(np.float64(940.8529663085938), np.float64(972.2449340820312))","(np.float64(885.5375366210938), np.float64(1007.4910278320312))","(np.float64(939.0597534179688), np.float64(1000.111328125))"
6,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(907.8449096679688), np.float64(919.7575073242188))","(np.float64(965.5592956542969), np.float64(900.0952453613281))","(np.float64(909.5469970703125), np.float64(935.6558227539062))","(np.float64(968.50439453125), np.float64(913.1894226074219))","(np.float64(911.780517578125), np.float64(955.5448608398438))","(np.float64(971.4921875), np.float64(932.2040405273438))","(np.float64(923.5361328125), np.float64(977.53369140625))","(np.float64(976.46044921875), np.float64(953.2031860351562))","(np.float64(939.7908935546875), np.float64(997.5111694335938))","(np.float64(980.7101135253906), np.float64(977.0308227539062))"
7,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(915.6981811523438), np.float64(919.2430419921875))","(np.float64(988.282958984375), np.float64(881.9329223632812))","(np.float64(915.7520751953125), np.float64(935.14501953125))","(np.float64(994.1815185546875), np.float64(894.0621337890625))","(np.float64(918.0676879882812), np.float64(955.1372680664062))","(np.float64(1002.0928955078125), np.float64(913.833251953125))","(np.float64(931.682861328125), np.float64(977.1812133789062))","(np.float64(1012.0679321289062), np.float64(934.1614379882812))","(np.float64(949.664794921875), np.float64(995.1836547851562))","(np.float64(1022.3604736328125), np.float64(953.9503173828125))"
8,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(880.0438842773438), np.float64(924.8255615234375))","(np.float64(995.4469604492188), np.float64(906.5275268554688))","(np.float64(879.8408203125), np.float64(940.8648071289062))","(np.float64(997.554931640625), np.float64(920.1559448242188))","(np.float64(881.7510375976562), np.float64(960.8762817382812))","(np.float64(999.6983032226562), np.float64(940.364013671875))","(np.float64(891.6575927734375), np.float64(984.651123046875))","(np.float64(1003.3253173828125), np.float64(964.180908203125))","(np.float64(905.6607055664062), np.float64(1002.8063354492188))","(np.float64(1007.334716796875), np.float64(988.2079467773438))"
9,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(877.9298095703125), np.float64(925.2567749023438))","(np.float64(978.70751953125), np.float64(957.518310546875))","(np.float64(875.7886352539062), np.float64(941.09521484375))","(np.float64(980.7117309570312), np.float64(973.1688232421875))","(np.float64(876.0374755859375), np.float64(961.2727661132812))","(np.float64(980.4046630859375), np.float64(993.62890625))","(np.float64(887.7191162109375), np.float64(985.1182250976562))","(np.float64(980.3961181640625), np.float64(1017.2806396484375))","(np.float64(903.9403686523438), np.float64(1003.4107055664062))","(np.float64(984.4186401367188), np.float64(1031.6427001953125))"
10,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(885.6331176757812), np.float64(924.7946166992188))","(np.float64(989.9144287109375), np.float64(955.9325561523438))","(np.float64(881.6126098632812), np.float64(939.1749877929688))","(np.float64(991.5851440429688), np.float64(970.1922607421875))","(np.float64(883.4076538085938), np.float64(961.2357788085938))","(np.float64(989.876708984375), np.float64(992.1788330078125))","(np.float64(895.4420776367188), np.float64(984.8414306640625))","(np.float64(989.5674438476562), np.float64(1015.848388671875))","(np.float64(913.6521606445312), np.float64(1000.9755249023438))","(np.float64(993.5069580078125), np.float64(1035.78564453125))"
11,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(891.4911499023438), np.float64(924.3535766601562))","(np.float64(986.4334106445312), np.float64(955.5977172851562))","(np.float64(887.3335571289062), np.float64(938.5035400390625))","(np.float64(986.1854248046875), np.float64(969.69384765625))","(np.float64(889.0223999023438), np.float64(960.6682739257812))","(np.float64(982.4190063476562), np.float64(991.819091796875))","(np.float64(901.1708984375), np.float64(984.3467407226562))","(np.float64(980.18896484375), np.float64(1015.4987182617188))","(np.float64(923.146484375), np.float64(1000.2623901367188))","(np.float64(978.279052734375), np.float64(1033.8961181640625))"
12,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(893.0118408203125), np.float64(924.482177734375))","(np.float64(975.2337036132812), np.float64(924.19140625))","(np.float64(887.2310180664062), np.float64(938.52685546875))","(np.float64(981.1724853515625), np.float64(937.779541015625))","(np.float64(889.0812377929688), np.float64(960.8042602539062))","(np.float64(985.5111083984375), np.float64(957.7876586914062))","(np.float64(900.8758544921875), np.float64(984.5785522460938))","(np.float64(991.232666015625), np.float64(978.3741455078125))","(np.float64(922.7042236328125), np.float64(1000.5635375976562))","(np.float64(999.2432861328125), np.float64(1001.8873291015625))"
13,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(882.13916015625), np.float64(924.9530639648438))","(np.float64(966.2188110351562), np.float64(947.8256225585938))","(np.float64(877.5994873046875), np.float64(938.8751220703125))","(np.float64(964.3666381835938), np.float64(963.4996948242188))","(np.float64(877.6786499023438), np.float64(961.1011352539062))","(np.float64(960.2631225585938), np.float64(983.8790893554688))","(np.float64(887.9213256835938), np.float64(985.03857421875))","(np.float64(955.9329833984375), np.float64(1005.5341796875))","(np.float64(906.0949096679688), np.float64(1003.3515014648438))","(np.float64(948.0275268554688), np.float64(1025.804443359375))"
14,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(876.9037475585938), np.float64(927.8650512695312))","(np.float64(956.8949584960938), np.float64(961.5728149414062))","(np.float64(870.8170166015625), np.float64(939.993896484375))","(np.float64(952.8294067382812), np.float64(975.1041259765625))","(np.float64(870.8526000976562), np.float64(964.0548706054688))","(np.float64(944.536376953125), np.float64(991.4833374023438))","(np.float64(880.8411865234375), np.float64(988.0744018554688))","(np.float64(932.502197265625), np.float64(1009.4417114257812))","(np.float64(898.8837280273438), np.float64(1007.9383544921875))","(np.float64(916.7363891601562), np.float64(1031.3953857421875))"
15,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(869.9151000976562), np.float64(928.3457641601562))","(np.float64(935.5780639648438), np.float64(973.4755249023438))","(np.float64(863.6973266601562), np.float64(938.909423828125))","(np.float64(929.5903930664062), np.float64(985.142578125))","(np.float64(861.9865112304688), np.float64(962.8823852539062))","(np.float64(915.563232421875), np.float64(999.0693359375))","(np.float64(869.7609252929688), np.float64(988.5669555664062))","(np.float64(899.20654296875), np.float64(1011.1986694335938))","(np.float64(888.0191650390625), np.float64(1006.8564453125))","(np.float64(879.1417846679688), np.float64(1031.5908203125))"
16,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(875.799560546875), np.float64(928.7958984375))","(np.float64(942.5714111328125), np.float64(969.79296875))","(np.float64(869.6571044921875), np.float64(939.1265258789062))","(np.float64(936.605712890625), np.float64(981.8799438476562))","(np.float64(868.0942993164062), np.float64(963.3981323242188))","(np.float64(924.35546875), np.float64(997.6276245117188))","(np.float64(877.7305297851562), np.float64(989.0704345703125))","(np.float64(908.1316528320312), np.float64(1011.5020751953125))","(np.float64(895.595458984375), np.float64(1005.0963745117188))","(np.float64(886.71533203125), np.float64(1031.73974609375))"
17,0,labels_v001_127_08_23_21_ Cage B_ 1_Virgin_sub0_113_125_analysis,"(np.float64(880.010009765625), np.float64(930.93798828125))","(np.float64(947.6893310546875), np.float64(969.5693969726562))","(np.float64(874.0028076171875), np.float64(940.108642578125))","(np.float64(941.8807373046875), np.float64(981.5858154296875))","(np.float64(876.04736328125), np.float64(968.1656494140625))","(np.float64(931.3916015625), np.float64(997.6707763671875))","(np.float64(888.03369140625), np.float64(992.0437622070312))","(np.float64(915.39111328125), np.float64(1011.7403564453125))","(np.float64(901.9134521484375), np.float64(1006.1906127929688))","(np.float64(895.7832641601562), np.float64(1033.7178955078125))"
