frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(928.8848876953125), np.float64(911.3268432617188))","(np.float64(1014.5361938476562), np.float64(928.083740234375))","(np.float64(922.45458984375), np.float64(921.6300048828125))","(np.float64(1018.59033203125), np.float64(941.9373168945312))","(np.float64(918.5430908203125), np.float64(945.6185913085938))","(np.float64(1026.738525390625), np.float64(964.04052734375))","(np.float64(928.4131469726562), np.float64(971.4605712890625))","(np.float64(1036.353759765625), np.float64(986.1742553710938))","(np.float64(944.2660522460938), np.float64(997.742919921875))","(np.float64(1052.679931640625), np.float64(1006.0587158203125))"
1,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(947.417724609375), np.float64(908.232177734375))","(np.float64(1027.6025390625), np.float64(928.4011840820312))","(np.float64(943.04443359375), np.float64(922.0757446289062))","(np.float64(1031.839599609375), np.float64(944.0355834960938))","(np.float64(939.206298828125), np.float64(942.46630859375))","(np.float64(1039.669189453125), np.float64(964.384033203125))","(np.float64(949.0716552734375), np.float64(968.2669677734375))","(np.float64(1047.570556640625), np.float64(986.5519409179688))","(np.float64(967.0433349609375), np.float64(994.3848266601562))","(np.float64(1063.91943359375), np.float64(1011.9535522460938))"
2,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(956.7747802734375), np.float64(907.6669921875))","(np.float64(1039.59130859375), np.float64(908.5842895507812))","(np.float64(950.7870483398438), np.float64(919.892578125))","(np.float64(1047.572509765625), np.float64(920.6924438476562))","(np.float64(950.5684204101562), np.float64(942.070556640625))","(np.float64(1057.7867431640625), np.float64(940.519287109375))","(np.float64(960.7124633789062), np.float64(967.735595703125))","(np.float64(1069.383544921875), np.float64(960.4097900390625))","(np.float64(980.6087646484375), np.float64(993.722900390625))","(np.float64(1091.7098388671875), np.float64(980.7763061523438))"
3,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(929.882080078125), np.float64(908.7974243164062))","(np.float64(1011.5372924804688), np.float64(924.234130859375))","(np.float64(923.7764282226562), np.float64(921.005859375))","(np.float64(1017.5653686523438), np.float64(938.0929565429688))","(np.float64(921.5956420898438), np.float64(943.045166015625))","(np.float64(1025.672119140625), np.float64(958.1255493164062))","(np.float64(929.5448608398438), np.float64(968.8571166992188))","(np.float64(1035.5323486328125), np.float64(979.9846801757812))","(np.float64(943.8090209960938), np.float64(995.0831298828125))","(np.float64(1051.70751953125), np.float64(1006.0780029296875))"
4,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(919.2801513671875), np.float64(912.6103515625))","(np.float64(996.8491821289062), np.float64(902.7416381835938))","(np.float64(911.2305908203125), np.float64(921.2626953125))","(np.float64(1004.986083984375), np.float64(914.52734375))","(np.float64(908.9679565429688), np.float64(945.3021850585938))","(np.float64(1018.8057250976562), np.float64(932.3529052734375))","(np.float64(916.99755859375), np.float64(972.8333129882812))","(np.float64(1032.80517578125), np.float64(952.3855590820312))","(np.float64(933.0374755859375), np.float64(998.9940185546875))","(np.float64(1057.172119140625), np.float64(972.5093383789062))"
5,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(931.8809204101562), np.float64(911.6561279296875))","(np.float64(1015.5682983398438), np.float64(931.0756225585938))","(np.float64(923.9537353515625), np.float64(921.861572265625))","(np.float64(1019.8616333007812), np.float64(945.2731323242188))","(np.float64(921.7540893554688), np.float64(945.9166259765625))","(np.float64(1025.8184814453125), np.float64(966.9589233398438))","(np.float64(931.5647583007812), np.float64(971.8328247070312))","(np.float64(1033.4769287109375), np.float64(987.5531616210938))","(np.float64(947.560791015625), np.float64(998.0985107421875))","(np.float64(1051.594970703125), np.float64(1013.4942016601562))"
6,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(934.53369140625), np.float64(912.169921875))","(np.float64(1014.182373046875), np.float64(924.508544921875))","(np.float64(926.5191040039062), np.float64(922.1702880859375))","(np.float64(1018.58544921875), np.float64(938.6207885742188))","(np.float64(924.3663330078125), np.float64(946.4379272460938))","(np.float64(1026.58837890625), np.float64(958.66162109375))","(np.float64(932.5785522460938), np.float64(972.4188232421875))","(np.float64(1036.2626953125), np.float64(978.93310546875))","(np.float64(948.7432250976562), np.float64(998.7192993164062))","(np.float64(1056.2596435546875), np.float64(1006.828369140625))"
7,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(926.8831176757812), np.float64(912.0952758789062))","(np.float64(1008.461181640625), np.float64(927.5379638671875))","(np.float64(918.8277587890625), np.float64(922.330322265625))","(np.float64(1012.6708984375), np.float64(941.6370239257812))","(np.float64(915.101806640625), np.float64(946.324462890625))","(np.float64(1020.4425659179688), np.float64(963.1934814453125))","(np.float64(924.818115234375), np.float64(972.2215576171875))","(np.float64(1028.5169677734375), np.float64(983.7603149414062))","(np.float64(941.1000366210938), np.float64(998.6647338867188))","(np.float64(1046.62744140625), np.float64(1011.2095947265625))"
8,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(918.2905883789062), np.float64(913.0238647460938))","(np.float64(997.33154296875), np.float64(916.90576171875))","(np.float64(910.10302734375), np.float64(921.4302978515625))","(np.float64(1003.2882080078125), np.float64(930.8483276367188))","(np.float64(906.2877197265625), np.float64(945.6371459960938))","(np.float64(1011.4384765625), np.float64(950.9470825195312))","(np.float64(915.9986572265625), np.float64(973.3211669921875))","(np.float64(1021.0742797851562), np.float64(972.7138671875))","(np.float64(930.1119384765625), np.float64(999.4343872070312))","(np.float64(1041.1160888671875), np.float64(997.1695556640625))"
9,1,labels_v001_175_09_13_21_ Cage Yesh_ 3_Mated_sub1_174_184_analysis,"(np.float64(931.2369384765625), np.float64(911.5648193359375))","(np.float64(1013.851806640625), np.float64(910.5316772460938))","(np.float64(923.3519287109375), np.float64(921.8857421875))","(np.float64(1020.0604858398438), np.float64(924.5210571289062))","(np.float64(921.3331909179688), np.float64(945.9014282226562))","(np.float64(1031.885498046875), np.float64(942.421875))","(np.float64(931.3889770507812), np.float64(971.8098754882812))","(np.float64(1043.78369140625), np.float64(964.4072875976562))","(np.float64(945.63134765625), np.float64(997.8128662109375))","(np.float64(1066.0704345703125), np.float64(986.3893432617188))"
