frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1009.6398315429688), np.float64(977.1140747070312))","(np.float64(1084.01123046875), np.float64(984.810791015625))","(np.float64(1001.649658203125), np.float64(988.9566650390625))","(np.float64(1094.0347900390625), np.float64(996.8250732421875))","(np.float64(997.3543090820312), np.float64(1009.5390625))","(np.float64(1104.02880859375), np.float64(1016.8035888671875))","(np.float64(1001.5618286132812), np.float64(1037.0780029296875))","(np.float64(1115.882568359375), np.float64(1036.5799560546875))","(np.float64(1013.4797973632812), np.float64(1067.227783203125))","(np.float64(1071.3204345703125), np.float64(1122.26220703125))"
1,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1002.9741821289062), np.float64(976.2390747070312))","(np.float64(1076.6423950195312), np.float64(1006.4560546875))","(np.float64(994.9880981445312), np.float64(988.1288452148438))","(np.float64(1081.822265625), np.float64(1019.5811157226562))","(np.float64(989.0504760742188), np.float64(1008.55126953125))","(np.float64(1086.6234741210938), np.float64(1040.508056640625))","(np.float64(993.0855102539062), np.float64(1036.1676025390625))","(np.float64(1092.5274047851562), np.float64(1062.3026733398438))","(np.float64(1002.9560546875), np.float64(1068.159423828125))","(np.float64(1071.3204345703125), np.float64(1122.26220703125))"
2,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(998.610107421875), np.float64(976.7763061523438))","(np.float64(1069.2735595703125), np.float64(1028.101318359375))","(np.float64(990.6103515625), np.float64(988.9033813476562))","(np.float64(1069.6097412109375), np.float64(1042.337158203125))","(np.float64(984.65576171875), np.float64(1009.1934814453125))","(np.float64(1069.2181396484375), np.float64(1064.2125244140625))","(np.float64(988.5726318359375), np.float64(1036.741455078125))","(np.float64(1069.1722412109375), np.float64(1088.025390625))","(np.float64(998.5970458984375), np.float64(1069.1175537109375))","(np.float64(1071.3204345703125), np.float64(1122.26220703125))"
3,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1007.233642578125), np.float64(980.0860595703125))","(np.float64(1076.4056396484375), np.float64(1032.6710205078125))","(np.float64(999.1803588867188), np.float64(991.8948364257812))","(np.float64(1076.53759765625), np.float64(1046.7640380859375))","(np.float64(993.3248291015625), np.float64(1012.4725341796875))","(np.float64(1076.0965576171875), np.float64(1068.540771484375))","(np.float64(997.239990234375), np.float64(1040.0361328125))","(np.float64(1076.29052734375), np.float64(1092.72705078125))","(np.float64(1009.1021728515625), np.float64(1072.26611328125))","(np.float64(1078.0855712890625), np.float64(1130.785888671875))"
4,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1008.8945922851562), np.float64(980.7251586914062))","(np.float64(1081.1676025390625), np.float64(1025.1402587890625))","(np.float64(1000.7661743164062), np.float64(991.0914916992188))","(np.float64(1083.0926513671875), np.float64(1039.3604736328125))","(np.float64(996.4246215820312), np.float64(1013.1370849609375))","(np.float64(1082.9632568359375), np.float64(1061.2369384765625))","(np.float64(1000.5538330078125), np.float64(1040.6890869140625))","(np.float64(1084.9979248046875), np.float64(1085.04052734375))","(np.float64(1012.3931884765625), np.float64(1072.6595458984375))","(np.float64(1084.9530029296875), np.float64(1121.20458984375))"
5,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1008.2354736328125), np.float64(980.2672729492188))","(np.float64(1082.81103515625), np.float64(1007.1215209960938))","(np.float64(1000.1087036132812), np.float64(990.270751953125))","(np.float64(1086.792236328125), np.float64(1021.3052978515625))","(np.float64(994.483642578125), np.float64(1012.6553955078125))","(np.float64(1092.4033203125), np.float64(1042.843505859375))","(np.float64(1000.2045288085938), np.float64(1040.3900146484375))","(np.float64(1100.507080078125), np.float64(1064.945556640625))","(np.float64(1010.029052734375), np.float64(1068.432373046875))","(np.float64(1114.5574951171875), np.float64(1102.9586181640625))"
6,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1014.2319946289062), np.float64(976.213623046875))","(np.float64(1092.9642333984375), np.float64(996.33203125))","(np.float64(1006.1541137695312), np.float64(988.1145629882812))","(np.float64(1098.8734130859375), np.float64(1010.4097900390625))","(np.float64(1002.2026977539062), np.float64(1008.6445922851562))","(np.float64(1106.949462890625), np.float64(1030.3258056640625))","(np.float64(1008.1158447265625), np.float64(1036.220703125))","(np.float64(1116.874267578125), np.float64(1052.3077392578125))","(np.float64(1018.0023193359375), np.float64(1066.1864013671875))","(np.float64(1132.9149169921875), np.float64(1084.40576171875))"
7,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1018.5950927734375), np.float64(976.7683715820312))","(np.float64(1094.7088623046875), np.float64(986.7159423828125))","(np.float64(1010.50634765625), np.float64(988.6708984375))","(np.float64(1104.3590087890625), np.float64(998.7926025390625))","(np.float64(1006.5447387695312), np.float64(1009.21337890625))","(np.float64(1114.77294921875), np.float64(1016.8551025390625))","(np.float64(1012.54345703125), np.float64(1036.773193359375))","(np.float64(1128.470703125), np.float64(1036.9371337890625))","(np.float64(1022.6707763671875), np.float64(1066.9378662109375))","(np.float64(1150.728759765625), np.float64(1065.292724609375))"
8,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1011.7457275390625), np.float64(977.1797485351562))","(np.float64(1089.934326171875), np.float64(987.8810424804688))","(np.float64(1005.3246459960938), np.float64(989.4904174804688))","(np.float64(1096.3380126953125), np.float64(1000.2048950195312))","(np.float64(1001.326171875), np.float64(1011.1806640625))","(np.float64(1107.894775390625), np.float64(1018.2796020507812))","(np.float64(1007.442138671875), np.float64(1037.1951904296875))","(np.float64(1119.9989013671875), np.float64(1040.006591796875))","(np.float64(1017.3487548828125), np.float64(1069.3399658203125))","(np.float64(1142.1922607421875), np.float64(1070.263916015625))"
9,1,labels_v001_161_09_13_21_ Cage Yesh_ 2_Mated_sub1_99_102_analysis,"(np.float64(1004.1011352539062), np.float64(977.2252807617188))","(np.float64(1079.3321533203125), np.float64(986.1312255859375))","(np.float64(995.8970947265625), np.float64(989.1622314453125))","(np.float64(1089.0855712890625), np.float64(996.6942749023438))","(np.float64(991.77880859375), np.float64(1011.056884765625))","(np.float64(1099.3668212890625), np.float64(1014.6975708007812))","(np.float64(995.9108276367188), np.float64(1037.15966796875))","(np.float64(1112.99853515625), np.float64(1036.3148193359375))","(np.float64(1005.7884521484375), np.float64(1067.5711669921875))","(np.float64(1137.180419921875), np.float64(1066.2340087890625))"
