frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1097.9317626953125, 881.1903686523438)","(1207.6031494140625, 947.4360961914062)","(1088.108642578125, 889.5682983398438)","(1111.823486328125, 939.830322265625)","(1080.2877197265625, 913.724365234375)","(1114.178466796875, 957.5513305664062)","(1084.0919189453125, 941.4738159179688)","(1119.960205078125, 978.1842041015625)","(1086.4556884765625, 969.8186645507812)","(1124.121826171875, 1001.7603149414062)"
1,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1092.8746337890625, 882.1287536621094)","(1207.6031494140625, 947.4360961914062)","(1081.7427978515625, 893.9222412109375)","(1123.784896850586, 942.7555847167969)","(1075.5535888671875, 921.7402954101562)","(1117.8607991536458, 946.8924357096354)","(1079.544921875, 947.9017944335938)","(1089.5692138671875, 944.4412027994791)","(1083.72900390625, 973.921875)","(1089.8383178710938, 953.5506795247396)"
2,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1087.8175048828125, 883.067138671875)","(1207.6031494140625, 947.4360961914062)","(1077.5145263671875, 891.576416015625)","(1135.7463073730469, 945.6808471679688)","(1069.2337646484375, 915.5244140625)","(1121.5431315104167, 936.2335408528646)","(1069.3734130859375, 943.322265625)","(1059.17822265625, 910.6982014973959)","(1079.3963623046875, 971.4459228515625)","(1055.5548095703125, 905.3410441080729)"
3,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1096.753662109375, 880.6100463867188)","(1207.6031494140625, 947.4360961914062)","(1088.8306884765625, 889.2130126953125)","(1147.7077178955078, 948.6061096191406)","(1082.8026123046875, 913.0454711914062)","(1125.2254638671875, 925.5746459960938)","(1084.723876953125, 940.8086547851562)","(1028.7872314453125, 876.9552001953125)","(1094.67578125, 968.9281616210938)","(1021.2713012695312, 857.1314086914062)"
4,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1093.2532958984375, 881.6741333007812)","(1207.6031494140625, 947.4360961914062)","(1083.622314453125, 890.2611083984375)","(1159.6691284179688, 951.5313720703125)","(1077.644287109375, 914.2327270507812)","(1128.9077962239583, 914.9157511393229)","(1083.2532958984375, 941.8627319335938)","(1019.23486328125, 889.0426025390625)","(1089.7100830078125, 969.9251708984375)","(1029.1712646484375, 859.2138671875)"
5,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1083.7371826171875, 884.7229614257812)","(1207.6031494140625, 947.4360961914062)","(1075.3338623046875, 894.9527587890625)","(1171.6305389404297, 954.4566345214844)","(1067.2347412109375, 917.0325317382812)","(1132.5901285807292, 904.2568562825521)","(1069.178466796875, 944.871826171875)","(1083.7479858398438, 903.1518859863281)","(1077.3245849609375, 972.8837890625)","(1068.738525390625, 902.226806640625)"
6,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1101.2879638671875, 877.4465942382812)","(1207.6031494140625, 947.4360961914062)","(1093.03076171875, 887.8087768554688)","(1183.5919494628906, 957.3818969726562)","(1085.2236328125, 911.484130859375)","(1136.2724609375, 893.5979614257812)","(1088.8719482421875, 937.5147094726562)","(1148.2611083984375, 917.2611694335938)","(1094.9488525390625, 965.70166015625)","(1108.3057861328125, 945.23974609375)"
7,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1111.2847900390625, 873.6397094726562)","(1207.6031494140625, 947.4360961914062)","(1103.19189453125, 883.793212890625)","(1195.5533599853516, 960.3071594238281)","(1097.083984375, 907.7471923828125)","(1169.8279418945312, 939.34912109375)","(1101.1456298828125, 933.7908935546875)","(1173.8374633789062, 962.25439453125)","(1111.333740234375, 963.7569580078125)","(1147.873046875, 988.252685546875)"
8,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1106.358642578125, 878.3987426757812)","(1207.6031494140625, 947.4360961914062)","(1100.2138671875, 885.6744384765625)","(1207.5147705078125, 963.232421875)","(1094.5538330078125, 913.258056640625)","(1203.3834228515625, 985.1002807617188)","(1100.2532958984375, 939.3896484375)","(1199.413818359375, 1007.2476196289062)","(1108.43798828125, 963.6144409179688)","(1187.4403076171875, 1031.265625)"
9,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1088.9073486328125, 881.4786376953125)","(1182.0709228515625, 960.6197509765625)","(1080.6317138671875, 891.9356079101562)","(1178.2689208984375, 972.9564819335938)","(1074.5595703125, 913.8931884765625)","(1171.8956298828125, 992.9027099609375)","(1076.4207763671875, 941.5291748046875)","(1164.07568359375, 1016.6516723632812)","(1082.44580078125, 971.4693603515625)","(1154.187744140625, 1042.895751953125)"
10,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1091.66943359375, 881.098388671875)","(1180.7264404296875, 962.5450439453125)","(1083.4095458984375, 891.441650390625)","(1176.85107421875, 976.467529296875)","(1077.2120361328125, 913.607666015625)","(1169.08837890625, 996.4959106445312)","(1079.37109375, 941.250732421875)","(1160.9962158203125, 1020.2601928710938)","(1083.58935546875, 969.5935668945312)","(1151.2652587890625, 1046.39697265625)"
11,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1114.6531982421875, 872.4345092773438)","(1167.8037109375, 906.2606201171875)","(1106.512451171875, 884.4437866210938)","(1169.8248291015625, 919.79638671875)","(1098.88525390625, 906.6415405273438)","(1167.89111328125, 937.9512939453125)","(1104.533203125, 932.5112915039062)","(1167.71337890625, 959.8600463867188)","(1112.8502197265625, 960.7428588867188)","(1167.9600830078125, 989.8689575195312)"
12,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1109.0052490234375, 875.6549682617188)","(1194.210693359375, 903.5573120117188)","(1099.245361328125, 884.2105712890625)","(1199.2139282226562, 916.5341491699219)","(1093.0947265625, 908.06396484375)","(1203.228515625, 934.5677795410156)","(1096.8997802734375, 935.8341064453125)","(1208.1109619140625, 956.3535461425781)","(1103.130615234375, 962.1464233398438)","(1214.1846313476562, 982.4500122070312)"
13,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1099.7728271484375, 879.3117065429688)","(1220.61767578125, 900.85400390625)","(1091.514404296875, 889.3770141601562)","(1228.60302734375, 913.2719116210938)","(1083.81982421875, 911.7075805664062)","(1238.56591796875, 931.1842651367188)","(1087.466552734375, 939.4904174804688)","(1248.508544921875, 952.8470458984375)","(1093.33984375, 967.6190185546875)","(1260.4091796875, 975.0310668945312)"
14,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1087.5750732421875, 879.978271484375)","(1203.751953125, 908.1792602539062)","(1077.4664306640625, 890.126220703125)","(1209.712646484375, 922.00048828125)","(1069.6038818359375, 912.0463256835938)","(1217.912841796875, 940.4796752929688)","(1071.3336181640625, 939.9483642578125)","(1227.6103515625, 962.6401977539062)","(1075.184814453125, 970.052490234375)","(1237.739990234375, 988.4857788085938)"
15,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1087.946533203125, 881.2901000976562)","(1171.5330200195312, 924.5965881347656)","(1076.2191162109375, 893.1788940429688)","(1177.3864135742188, 937.7101135253906)","(1068.2655029296875, 915.068603515625)","(1183.528076171875, 956.8749694824219)","(1072.0635986328125, 941.1664428710938)","(1190.3392333984375, 979.1162719726562)","(1075.890625, 971.4161376953125)","(1197.4873657226562, 1004.8545227050781)"
16,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1068.7059326171875, 889.9231567382812)","(1139.3140869140625, 941.013916015625)","(1058.5174560546875, 901.845703125)","(1145.0601806640625, 953.4197387695312)","(1048.8682861328125, 919.9778442382812)","(1149.143310546875, 973.270263671875)","(1048.509521484375, 947.7885131835938)","(1153.068115234375, 995.5923461914062)","(1048.7706298828125, 979.5516357421875)","(1157.2347412109375, 1021.2232666015625)"
17,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1050.6124267578125, 894.0586547851562)","(1145.8538818359375, 924.8783569335938)","(1038.4705810546875, 904.126708984375)","(1153.615478515625, 937.0408325195312)","(1028.4813232421875, 924.2551879882812)","(1162.672119140625, 955.9449157714844)","(1024.678466796875, 951.9915771484375)","(1172.58740234375, 976.0668640136719)","(1026.5064697265625, 984.0648193359375)","(1182.7101440429688, 996.87451171875)"
18,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1076.9986572265625, 884.2044677734375)","(1152.3936767578125, 908.7427978515625)","(1065.305908203125, 897.8193359375)","(1162.1707763671875, 920.6619262695312)","(1058.9833984375, 916.2053833007812)","(1176.200927734375, 938.6195678710938)","(1059.0101318359375, 943.9525756835938)","(1192.106689453125, 956.5413818359375)","(1061.26123046875, 975.7533569335938)","(1208.185546875, 972.5257568359375)"
19,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1084.82177734375, 881.5677490234375)","(1149.860595703125, 906.35400390625)","(1074.530517578125, 893.50537109375)","(1159.8243408203125, 916.2942504882812)","(1066.7611083984375, 913.660888671875)","(1174.19189453125, 930.5753784179688)","(1068.59228515625, 941.42626953125)","(1191.8370361328125, 948.3156127929688)","(1074.4764404296875, 973.4524536132812)","(1211.8939208984375, 966.3515625)"
20,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1066.215087890625, 889.971435546875)","(1129.109375, 916.2139282226562)","(1055.97900390625, 900.47802734375)","(1138.0792236328125, 927.1779479980469)","(1048.10693359375, 920.3612670898438)","(1150.0973510742188, 944.3552551269531)","(1047.994140625, 948.0960693359375)","(1163.9156494140625, 964.1279907226562)","(1050.2608642578125, 978.380615234375)","(1179.9566650390625, 984.2105102539062)"
21,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1045.195556640625, 895.1104125976562)","(1108.358154296875, 926.0738525390625)","(1033.30419921875, 905.0941162109375)","(1116.3341064453125, 938.0616455078125)","(1024.877197265625, 925.0858154296875)","(1126.0028076171875, 958.1351318359375)","(1021.0056762695312, 952.8026733398438)","(1135.9942626953125, 979.9403686523438)","(1023.2510986328125, 984.9991455078125)","(1148.0194091796875, 1002.0694580078125)"
22,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1048.5916748046875, 894.3248291015625)","(1106.7139892578125, 921.4130859375)","(1036.5445556640625, 904.245849609375)","(1116.48046875, 931.3192138671875)","(1028.319580078125, 924.10986328125)","(1130.31396484375, 947.46142578125)","(1024.5426025390625, 952.0042724609375)","(1144.4471435546875, 965.5362548828125)","(1026.795654296875, 984.1507568359375)","(1162.496826171875, 985.489990234375)"
23,0,labels_v001_036_08_19_21_ Set 2_ Cage A_ 5_Virgin_sub3_142_147_analysis,"(1069.6861572265625, 888.4421997070312)","(1124.656494140625, 909.5332641601562)","(1059.4754638671875, 898.571533203125)","(1136.4251708984375, 917.6998291015625)","(1051.519775390625, 920.3111572265625)","(1150.7239990234375, 933.692138671875)","(1051.60791015625, 948.3265991210938)","(1168.358154296875, 951.5714721679688)","(1053.78955078125, 980.504638671875)","(1188.4071044921875, 967.7828369140625)"
