frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(971.1753540039062), np.float64(900.3160400390625))","(np.float64(1045.1583251953125), np.float64(952.250732421875))","(np.float64(961.4703369140625), np.float64(912.1842651367188))","(np.float64(1047.265380859375), np.float64(966.4680786132812))","(np.float64(957.374267578125), np.float64(934.0965576171875))","(np.float64(1041.0518798828125), np.float64(986.0098876953125))","(np.float64(959.1001586914062), np.float64(960.20947265625))","(np.float64(1031.1192626953125), np.float64(1008.0950317382812))","(np.float64(961.3959350585938), np.float64(990.2470092773438))","(np.float64(1023.1199340820312), np.float64(1034.309326171875))"
1,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(973.1690063476562), np.float64(900.7687377929688))","(np.float64(1039.552490234375), np.float64(957.7816162109375))","(np.float64(963.435302734375), np.float64(912.6869506835938))","(np.float64(1045.34375), np.float64(973.2772216796875))","(np.float64(959.3794555664062), np.float64(934.5768432617188))","(np.float64(1037.4736328125), np.float64(991.3110961914062))","(np.float64(961.0851440429688), np.float64(960.6192626953125))","(np.float64(1027.1375732421875), np.float64(1011.3932495117188))","(np.float64(965.17333984375), np.float64(991.0360107421875))","(np.float64(1015.2385864257812), np.float64(1037.39892578125))"
2,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(970.1558227539062), np.float64(900.7147827148438))","(np.float64(1037.1644287109375), np.float64(965.6694946289062))","(np.float64(961.9268188476562), np.float64(912.88818359375))","(np.float64(1037.0526123046875), np.float64(979.6925659179688))","(np.float64(957.989501953125), np.float64(934.6756591796875))","(np.float64(1023.4970092773438), np.float64(995.5656127929688))","(np.float64(959.8321533203125), np.float64(960.685791015625))","(np.float64(1009.0411987304688), np.float64(1013.3757934570312))","(np.float64(962.071044921875), np.float64(990.7994995117188))","(np.float64(997.462158203125), np.float64(1035.4427490234375))"
3,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(965.891357421875), np.float64(899.5302734375))","(np.float64(1034.142822265625), np.float64(961.490478515625))","(np.float64(956.032470703125), np.float64(911.4942626953125))","(np.float64(1036.015625), np.float64(975.7421875))","(np.float64(951.9072265625), np.float64(933.26416015625))","(np.float64(1025.7589111328125), np.float64(991.8951416015625))","(np.float64(951.8239135742188), np.float64(959.3377685546875))","(np.float64(1011.845703125), np.float64(1011.6380004882812))","(np.float64(954.088134765625), np.float64(989.5139770507812))","(np.float64(997.985107421875), np.float64(1035.7303466796875))"
4,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(966.829833984375), np.float64(900.0108032226562))","(np.float64(1035.9288330078125), np.float64(959.5895385742188))","(np.float64(957.0232543945312), np.float64(911.9948120117188))","(np.float64(1035.936279296875), np.float64(973.7200927734375))","(np.float64(952.8478393554688), np.float64(933.7033081054688))","(np.float64(1025.9239501953125), np.float64(989.5200805664062))","(np.float64(952.6018676757812), np.float64(959.7665405273438))","(np.float64(1011.7039794921875), np.float64(1009.4249267578125))","(np.float64(954.7119750976562), np.float64(990.1096801757812))","(np.float64(997.8875122070312), np.float64(1035.575927734375))"
5,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(971.772705078125), np.float64(900.6077880859375))","(np.float64(1042.9473876953125), np.float64(955.4999389648438))","(np.float64(961.95654296875), np.float64(912.5739135742188))","(np.float64(1044.8642578125), np.float64(969.6116333007812))","(np.float64(957.8718872070312), np.float64(934.3235473632812))","(np.float64(1036.6826171875), np.float64(985.918212890625))","(np.float64(957.5737915039062), np.float64(960.4295043945312))","(np.float64(1024.573486328125), np.float64(1007.63134765625))","(np.float64(959.6620483398438), np.float64(992.4894409179688))","(np.float64(1014.8167724609375), np.float64(1033.7445068359375))"
6,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(973.7118530273438), np.float64(900.7274169921875))","(np.float64(1045.174072265625), np.float64(955.317626953125))","(np.float64(963.9387817382812), np.float64(912.7177124023438))","(np.float64(1046.9921875), np.float64(969.4429931640625))","(np.float64(959.83544921875), np.float64(934.4983520507812))","(np.float64(1037.22119140625), np.float64(987.13232421875))","(np.float64(959.634033203125), np.float64(960.6219482421875))","(np.float64(1025.0302734375), np.float64(1007.30078125))","(np.float64(961.5748901367188), np.float64(992.5545654296875))","(np.float64(1015.2032470703125), np.float64(1033.48291015625))"
7,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(970.914306640625), np.float64(900.06689453125))","(np.float64(1042.0006103515625), np.float64(955.3414916992188))","(np.float64(962.57861328125), np.float64(912.1472778320312))","(np.float64(1043.96484375), np.float64(969.4607543945312))","(np.float64(958.4486694335938), np.float64(933.7991943359375))","(np.float64(1035.6282958984375), np.float64(985.6279907226562))","(np.float64(956.5718994140625), np.float64(959.8248291015625))","(np.float64(1023.5693969726562), np.float64(1005.4668579101562))","(np.float64(958.569580078125), np.float64(991.8215942382812))","(np.float64(1011.7073364257812), np.float64(1033.5552978515625))"
8,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(966.035888671875), np.float64(899.7603759765625))","(np.float64(1039.257568359375), np.float64(955.3736572265625))","(np.float64(957.697998046875), np.float64(911.7916870117188))","(np.float64(1039.45166015625), np.float64(969.5400390625))","(np.float64(953.5565185546875), np.float64(933.488037109375))","(np.float64(1030.9493408203125), np.float64(985.7380981445312))","(np.float64(951.6813354492188), np.float64(959.5718994140625))","(np.float64(1017.09423828125), np.float64(1007.3330688476562))","(np.float64(952.1045532226562), np.float64(989.8018798828125))","(np.float64(1005.350830078125), np.float64(1033.217041015625))"
9,0,labels_v001_026_08_19_21_ Set 2_ Cage A_ 2_Virgin_sub2_336_348_analysis,"(np.float64(968.8297729492188), np.float64(899.5918579101562))","(np.float64(1040.9178466796875), np.float64(953.4495239257812))","(np.float64(958.907958984375), np.float64(911.5695190429688))","(np.float64(1042.6513671875), np.float64(967.6393432617188))","(np.float64(954.776611328125), np.float64(933.30908203125))","(np.float64(1032.8067626953125), np.float64(985.23486328125))","(np.float64(952.7578125), np.float64(959.3887939453125))","(np.float64(1020.5301513671875), np.float64(1005.2937622070312))","(np.float64(954.7446899414062), np.float64(989.582763671875))","(np.float64(1008.680908203125), np.float64(1031.59765625))"
