frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(863.6007080078125), np.float64(932.07421875))","(np.float64(937.1578979492188), np.float64(960.4946899414062))","(np.float64(855.3995361328125), np.float64(944.2705078125))","(np.float64(942.9322509765625), np.float64(972.8064575195312))","(np.float64(855.3709716796875), np.float64(966.433837890625))","(np.float64(942.86962890625), np.float64(994.8004150390625))","(np.float64(863.3883666992188), np.float64(992.0157470703125))","(np.float64(940.81103515625), np.float64(1020.4411010742188))","(np.float64(881.2317504882812), np.float64(1016.1336669921875))","(np.float64(943.0374755859375), np.float64(1046.5462646484375))"
1,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(863.858154296875), np.float64(932.4207763671875))","(np.float64(938.7994995117188), np.float64(960.692138671875))","(np.float64(855.6224975585938), np.float64(944.5956420898438))","(np.float64(943.0904541015625), np.float64(973.0654907226562))","(np.float64(855.6039428710938), np.float64(966.7333984375))","(np.float64(943.0239868164062), np.float64(995.021484375))","(np.float64(863.604736328125), np.float64(992.2987670898438))","(np.float64(940.9267578125), np.float64(1020.634521484375))","(np.float64(881.5263671875), np.float64(1016.428466796875))","(np.float64(943.1967163085938), np.float64(1046.783935546875))"
2,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.6385498046875), np.float64(932.2376708984375))","(np.float64(939.5369873046875), np.float64(960.3799438476562))","(np.float64(856.431396484375), np.float64(944.4156494140625))","(np.float64(943.9007568359375), np.float64(972.7159423828125))","(np.float64(856.4486694335938), np.float64(966.5513916015625))","(np.float64(943.8117065429688), np.float64(994.7894897460938))","(np.float64(864.3565673828125), np.float64(992.1426391601562))","(np.float64(943.6148071289062), np.float64(1018.94482421875))","(np.float64(882.4669189453125), np.float64(1016.2156372070312))","(np.float64(945.6124877929688), np.float64(1046.4990234375))"
3,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.4852294921875), np.float64(932.2494506835938))","(np.float64(937.63671875), np.float64(960.5603637695312))","(np.float64(856.2500610351562), np.float64(944.4495849609375))","(np.float64(943.3749389648438), np.float64(974.388427734375))","(np.float64(856.2774047851562), np.float64(966.586181640625))","(np.float64(943.3492431640625), np.float64(994.9148559570312))","(np.float64(864.2828979492188), np.float64(992.15576171875))","(np.float64(941.285400390625), np.float64(1019.1058959960938))","(np.float64(882.2996215820312), np.float64(1016.209228515625))","(np.float64(943.6422119140625), np.float64(1046.6666259765625))"
4,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.204345703125), np.float64(932.2862548828125))","(np.float64(937.1119995117188), np.float64(960.6791381835938))","(np.float64(855.960205078125), np.float64(944.49755859375))","(np.float64(942.843017578125), np.float64(974.53125))","(np.float64(856.0108032226562), np.float64(966.6358032226562))","(np.float64(942.8135375976562), np.float64(995.0494384765625))","(np.float64(864.0401000976562), np.float64(992.193359375))","(np.float64(940.798095703125), np.float64(1019.2145385742188))","(np.float64(881.9978637695312), np.float64(1016.237548828125))","(np.float64(942.99365234375), np.float64(1046.7679443359375))"
5,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.3965454101562), np.float64(932.369384765625))","(np.float64(938.35205078125), np.float64(961.306884765625))","(np.float64(856.1472778320312), np.float64(944.583251953125))","(np.float64(942.548583984375), np.float64(975.201904296875))","(np.float64(856.1655883789062), np.float64(966.7259521484375))","(np.float64(942.3368530273438), np.float64(997.1829223632812))","(np.float64(864.2356567382812), np.float64(992.2853393554688))","(np.float64(940.4498901367188), np.float64(1021.2203979492188))","(np.float64(882.2338256835938), np.float64(1016.3233642578125))","(np.float64(940.7919311523438), np.float64(1045.4342041015625))"
6,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.84228515625), np.float64(932.439208984375))","(np.float64(938.5257568359375), np.float64(963.7075805664062))","(np.float64(856.636962890625), np.float64(944.6582641601562))","(np.float64(942.8129272460938), np.float64(975.9674682617188))","(np.float64(856.6881713867188), np.float64(966.78076171875))","(np.float64(942.4379272460938), np.float64(998.1459350585938))","(np.float64(864.6605834960938), np.float64(992.3408203125))","(np.float64(940.5057373046875), np.float64(1022.31640625))","(np.float64(882.8220825195312), np.float64(1016.351318359375))","(np.float64(942.8479614257812), np.float64(1047.7083740234375))"
7,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.8416137695312), np.float64(932.3184204101562))","(np.float64(938.3944091796875), np.float64(963.8070068359375))","(np.float64(856.6375732421875), np.float64(944.5493774414062))","(np.float64(942.6602172851562), np.float64(976.0685424804688))","(np.float64(856.6920776367188), np.float64(966.7310791015625))","(np.float64(940.8228149414062), np.float64(999.811767578125))","(np.float64(864.68701171875), np.float64(992.31689453125))","(np.float64(940.3881225585938), np.float64(1022.4263305664062))","(np.float64(882.7787475585938), np.float64(1016.290283203125))","(np.float64(942.7247924804688), np.float64(1046.1951904296875))"
8,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.1730346679688), np.float64(932.4112548828125))","(np.float64(936.3623046875), np.float64(963.9830932617188))","(np.float64(855.9192504882812), np.float64(944.610595703125))","(np.float64(942.0552368164062), np.float64(976.2861938476562))","(np.float64(855.92138671875), np.float64(966.759521484375))","(np.float64(940.31884765625), np.float64(1000.0111694335938))","(np.float64(863.9873046875), np.float64(992.3092651367188))","(np.float64(939.9661254882812), np.float64(1022.5877685546875))","(np.float64(882.0198974609375), np.float64(1016.4075317382812))","(np.float64(942.2577514648438), np.float64(1046.46484375))"
9,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.365234375), np.float64(932.4552612304688))","(np.float64(936.4862670898438), np.float64(964.3231201171875))","(np.float64(856.1382446289062), np.float64(944.6546020507812))","(np.float64(942.1228637695312), np.float64(976.6759033203125))","(np.float64(856.1135864257812), np.float64(966.8245239257812))","(np.float64(940.4296875), np.float64(1000.3324584960938))","(np.float64(864.1656494140625), np.float64(992.3609619140625))","(np.float64(940.1050415039062), np.float64(1022.9244384765625))","(np.float64(882.2281494140625), np.float64(1016.4558715820312))","(np.float64(942.5137939453125), np.float64(1046.6597900390625))"
10,1,labels_v001_121_08_23_21_ Cage A_ 1_Mated_sub3_190_204_analysis,"(np.float64(864.72265625), np.float64(932.3201904296875))","(np.float64(936.7743530273438), np.float64(964.2212524414062))","(np.float64(856.4969482421875), np.float64(944.5228881835938))","(np.float64(942.4407958984375), np.float64(976.5242309570312))","(np.float64(856.5052490234375), np.float64(966.7239990234375))","(np.float64(940.7275390625), np.float64(1000.2380981445312))","(np.float64(864.5272827148438), np.float64(992.2904052734375))","(np.float64(940.3504028320312), np.float64(1022.8333740234375))","(np.float64(882.6464233398438), np.float64(1016.3013916015625))","(np.float64(944.3079223632812), np.float64(1046.4117431640625))"
