frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1240.501953125), np.float64(1028.5623779296875))","(np.float64(1309.3677978515625), np.float64(1083.4605712890625))","(np.float64(1224.4102783203125), np.float64(1036.9542236328125))","(np.float64(1321.4443359375), np.float64(1093.74169921875))","(np.float64(1216.30712890625), np.float64(1061.075927734375))","(np.float64(1331.048828125), np.float64(1111.7684326171875))","(np.float64(1212.349609375), np.float64(1088.8070068359375))","(np.float64(1341.14013671875), np.float64(1131.642578125))","(np.float64(1208.24267578125), np.float64(1122.585205078125))","(np.float64(1353.3260498046875), np.float64(1139.6546630859375))"
1,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1238.47412109375), np.float64(1027.8238525390625))","(np.float64(1308.8408203125), np.float64(1082.484375))","(np.float64(1224.0179443359375), np.float64(1037.07373046875))","(np.float64(1320.8831787109375), np.float64(1094.1976318359375))","(np.float64(1215.9332275390625), np.float64(1061.197021484375))","(np.float64(1328.9776611328125), np.float64(1112.321533203125))","(np.float64(1212.030517578125), np.float64(1088.917724609375))","(np.float64(1340.622314453125), np.float64(1132.142822265625))","(np.float64(1207.8818359375), np.float64(1122.6680908203125))","(np.float64(1352.6575927734375), np.float64(1140.361083984375))"
2,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1240.18505859375), np.float64(1028.596923828125))","(np.float64(1308.847900390625), np.float64(1082.7408447265625))","(np.float64(1224.109375), np.float64(1036.9947509765625))","(np.float64(1320.8946533203125), np.float64(1094.466064453125))","(np.float64(1216.0101318359375), np.float64(1061.114990234375))","(np.float64(1328.9951171875), np.float64(1112.6009521484375))","(np.float64(1212.0855712890625), np.float64(1088.847412109375))","(np.float64(1340.600830078125), np.float64(1132.439453125))","(np.float64(1207.908935546875), np.float64(1122.62255859375))","(np.float64(1352.6368408203125), np.float64(1140.7437744140625))"
3,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1240.219970703125), np.float64(1028.6328125))","(np.float64(1309.0289306640625), np.float64(1082.890625))","(np.float64(1224.1407470703125), np.float64(1037.0501708984375))","(np.float64(1321.134521484375), np.float64(1094.620849609375))","(np.float64(1216.037353515625), np.float64(1061.1483154296875))","(np.float64(1329.1827392578125), np.float64(1112.720458984375))","(np.float64(1212.117919921875), np.float64(1088.88671875))","(np.float64(1340.7821044921875), np.float64(1132.5592041015625))","(np.float64(1208.0482177734375), np.float64(1122.643310546875))","(np.float64(1352.763916015625), np.float64(1140.856201171875))"
4,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1240.5533447265625), np.float64(1028.5968017578125))","(np.float64(1309.153076171875), np.float64(1082.8292236328125))","(np.float64(1224.5196533203125), np.float64(1037.0054931640625))","(np.float64(1321.2359619140625), np.float64(1094.5654296875))","(np.float64(1216.3709716796875), np.float64(1061.093994140625))","(np.float64(1329.285400390625), np.float64(1112.667236328125))","(np.float64(1212.4248046875), np.float64(1088.83056640625))","(np.float64(1340.908447265625), np.float64(1132.5159912109375))","(np.float64(1208.3807373046875), np.float64(1122.603271484375))","(np.float64(1351.3690185546875), np.float64(1140.7904052734375))"
5,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1240.4163818359375), np.float64(1028.657470703125))","(np.float64(1309.1063232421875), np.float64(1082.6971435546875))","(np.float64(1224.3914794921875), np.float64(1037.085693359375))","(np.float64(1321.19921875), np.float64(1094.3826904296875))","(np.float64(1216.2880859375), np.float64(1061.0872802734375))","(np.float64(1329.2474365234375), np.float64(1112.50439453125))","(np.float64(1212.3770751953125), np.float64(1088.8668212890625))","(np.float64(1340.9151611328125), np.float64(1132.34326171875))","(np.float64(1208.2718505859375), np.float64(1122.6474609375))","(np.float64(1352.8814697265625), np.float64(1140.5196533203125))"
6,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1238.565185546875), np.float64(1028.695068359375))","(np.float64(1309.082763671875), np.float64(1082.728759765625))","(np.float64(1224.212890625), np.float64(1037.1630859375))","(np.float64(1321.157958984375), np.float64(1094.4520263671875))","(np.float64(1216.153076171875), np.float64(1061.145751953125))","(np.float64(1329.2177734375), np.float64(1112.5679931640625))","(np.float64(1212.232177734375), np.float64(1088.9249267578125))","(np.float64(1340.880615234375), np.float64(1132.4093017578125))","(np.float64(1208.0728759765625), np.float64(1122.71435546875))","(np.float64(1352.8677978515625), np.float64(1140.6412353515625))"
7,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1238.3837890625), np.float64(1028.7086181640625))","(np.float64(1308.760009765625), np.float64(1083.00341796875))","(np.float64(1224.033935546875), np.float64(1037.189208984375))","(np.float64(1320.8385009765625), np.float64(1094.708740234375))","(np.float64(1215.962890625), np.float64(1061.149658203125))","(np.float64(1328.890380859375), np.float64(1112.82080078125))","(np.float64(1212.0498046875), np.float64(1088.9420166015625))","(np.float64(1340.5694580078125), np.float64(1132.6712646484375))","(np.float64(1207.9112548828125), np.float64(1122.713623046875))","(np.float64(1350.95263671875), np.float64(1141.042724609375))"
8,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1238.40771484375), np.float64(1028.5870361328125))","(np.float64(1308.705078125), np.float64(1082.816162109375))","(np.float64(1224.1038818359375), np.float64(1037.053955078125))","(np.float64(1320.7821044921875), np.float64(1094.5242919921875))","(np.float64(1216.0274658203125), np.float64(1061.02197265625))","(np.float64(1328.8548583984375), np.float64(1112.6380615234375))","(np.float64(1212.09619140625), np.float64(1088.812744140625))","(np.float64(1340.4993896484375), np.float64(1132.495849609375))","(np.float64(1207.981689453125), np.float64(1122.5869140625))","(np.float64(1350.8968505859375), np.float64(1140.9136962890625))"
9,0,labels_v001_193_09_14_21_ Cage Tsom_ 2_Virgin_sub1_357_359_analysis,"(np.float64(1238.630615234375), np.float64(1028.6661376953125))","(np.float64(1308.798828125), np.float64(1083.076171875))","(np.float64(1224.23095703125), np.float64(1037.1199951171875))","(np.float64(1320.91015625), np.float64(1094.7965087890625))","(np.float64(1216.1466064453125), np.float64(1061.0985107421875))","(np.float64(1328.9444580078125), np.float64(1112.902587890625))","(np.float64(1212.25048828125), np.float64(1088.89013671875))","(np.float64(1340.5784912109375), np.float64(1132.7568359375))","(np.float64(1208.125), np.float64(1122.6893310546875))","(np.float64(1350.8919677734375), np.float64(1142.687255859375))"
