frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1242.637451171875), np.float64(1028.52099609375))","(np.float64(1321.83984375), np.float64(1052.400390625))","(np.float64(1230.3544921875), np.float64(1038.8818359375))","(np.float64(1327.7261962890625), np.float64(1066.549560546875))","(np.float64(1224.035400390625), np.float64(1060.9813232421875))","(np.float64(1331.3370361328125), np.float64(1088.4862060546875))","(np.float64(1220.2236328125), np.float64(1088.7933349609375))","(np.float64(1331.51025390625), np.float64(1112.2908935546875))","(np.float64(1218.204833984375), np.float64(1120.7401123046875))","(np.float64(1335.789306640625), np.float64(1144.3155517578125))"
1,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1248.108642578125), np.float64(1028.0272216796875))","(np.float64(1328.896240234375), np.float64(1052.8101806640625))","(np.float64(1235.765625), np.float64(1039.1240234375))","(np.float64(1333.3538818359375), np.float64(1066.962646484375))","(np.float64(1229.504638671875), np.float64(1061.2509765625))","(np.float64(1336.970703125), np.float64(1088.930908203125))","(np.float64(1225.5814208984375), np.float64(1089.0745849609375))","(np.float64(1336.984375), np.float64(1112.8304443359375))","(np.float64(1223.9046630859375), np.float64(1121.115234375))","(np.float64(1343.08154296875), np.float64(1144.7474365234375))"
2,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1243.9036865234375), np.float64(1026.92724609375))","(np.float64(1323.9173583984375), np.float64(1052.0955810546875))","(np.float64(1231.5535888671875), np.float64(1038.0118408203125))","(np.float64(1329.9202880859375), np.float64(1066.2603759765625))","(np.float64(1225.2265625), np.float64(1060.1492919921875))","(np.float64(1332.0421142578125), np.float64(1088.15771484375))","(np.float64(1221.304931640625), np.float64(1087.99609375))","(np.float64(1331.9898681640625), np.float64(1112.020751953125))","(np.float64(1219.5645751953125), np.float64(1119.90576171875))","(np.float64(1338.001708984375), np.float64(1143.9208984375))"
3,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1231.70849609375), np.float64(1024.5533447265625))","(np.float64(1308.8526611328125), np.float64(1056.086181640625))","(np.float64(1219.553466796875), np.float64(1034.8936767578125))","(np.float64(1313.2926025390625), np.float64(1070.0281982421875))","(np.float64(1211.4462890625), np.float64(1056.8399658203125))","(np.float64(1314.9393310546875), np.float64(1092.0675048828125))","(np.float64(1207.555419921875), np.float64(1084.6136474609375))","(np.float64(1312.962158203125), np.float64(1116.0640869140625))","(np.float64(1203.818603515625), np.float64(1116.7149658203125))","(np.float64(1318.962890625), np.float64(1146.247314453125))"
4,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1228.6708984375), np.float64(1024.6181640625))","(np.float64(1305.1248779296875), np.float64(1056.3428955078125))","(np.float64(1216.4588623046875), np.float64(1034.885009765625))","(np.float64(1309.4737548828125), np.float64(1070.50732421875))","(np.float64(1208.339599609375), np.float64(1056.8758544921875))","(np.float64(1311.115966796875), np.float64(1092.436767578125))","(np.float64(1204.413330078125), np.float64(1084.6448974609375))","(np.float64(1309.09228515625), np.float64(1116.4462890625))","(np.float64(1200.55078125), np.float64(1116.7545166015625))","(np.float64(1315.095947265625), np.float64(1146.73779296875))"
5,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1235.849853515625), np.float64(1027.65966796875))","(np.float64(1312.300537109375), np.float64(1055.96826171875))","(np.float64(1223.434326171875), np.float64(1037.9771728515625))","(np.float64(1318.389404296875), np.float64(1068.3399658203125))","(np.float64(1215.4361572265625), np.float64(1060.2149658203125))","(np.float64(1320.2696533203125), np.float64(1091.869873046875))","(np.float64(1211.542236328125), np.float64(1087.952880859375))","(np.float64(1320.2891845703125), np.float64(1115.8956298828125))","(np.float64(1207.812255859375), np.float64(1119.8267822265625))","(np.float64(1326.331787109375), np.float64(1146.0684814453125))"
6,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1245.445556640625), np.float64(1028.3509521484375))","(np.float64(1322.66259765625), np.float64(1052.5118408203125))","(np.float64(1233.21875), np.float64(1038.72314453125))","(np.float64(1328.5499267578125), np.float64(1066.55859375))","(np.float64(1225.3890380859375), np.float64(1060.891845703125))","(np.float64(1330.7154541015625), np.float64(1088.43115234375))","(np.float64(1223.13623046875), np.float64(1088.5999755859375))","(np.float64(1332.4427490234375), np.float64(1112.4091796875))","(np.float64(1221.1766357421875), np.float64(1120.6883544921875))","(np.float64(1338.654052734375), np.float64(1144.572998046875))"
7,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1246.0931396484375), np.float64(1028.1939697265625))","(np.float64(1324.28076171875), np.float64(1053.0068359375))","(np.float64(1233.8221435546875), np.float64(1038.58203125))","(np.float64(1328.6131591796875), np.float64(1067.0887451171875))","(np.float64(1227.3868408203125), np.float64(1060.8126220703125))","(np.float64(1330.6712646484375), np.float64(1089.0504150390625))","(np.float64(1223.63671875), np.float64(1088.4805908203125))","(np.float64(1332.38037109375), np.float64(1112.9869384765625))","(np.float64(1221.8193359375), np.float64(1120.608642578125))","(np.float64(1338.585693359375), np.float64(1145.14599609375))"
8,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1237.716552734375), np.float64(1025.3673095703125))","(np.float64(1314.785888671875), np.float64(1053.563720703125))","(np.float64(1225.5970458984375), np.float64(1035.7200927734375))","(np.float64(1318.9825439453125), np.float64(1067.778564453125))","(np.float64(1217.4830322265625), np.float64(1057.6573486328125))","(np.float64(1320.77685546875), np.float64(1089.6612548828125))","(np.float64(1213.4140625), np.float64(1085.3167724609375))","(np.float64(1320.8026123046875), np.float64(1113.4736328125))","(np.float64(1211.7021484375), np.float64(1117.710693359375))","(np.float64(1325.131103515625), np.float64(1145.5321044921875))"
9,2,labels_v001_192_09_14_21_ Cage Tsom_ 2_Virgin_sub0_330_349_succesful_analysis,"(np.float64(1231.2904052734375), np.float64(1024.6292724609375))","(np.float64(1306.082275390625), np.float64(1053.6048583984375))","(np.float64(1219.1507568359375), np.float64(1034.933349609375))","(np.float64(1310.250732421875), np.float64(1067.815673828125))","(np.float64(1209.4439697265625), np.float64(1056.8931884765625))","(np.float64(1311.92529296875), np.float64(1089.7325439453125))","(np.float64(1205.2880859375), np.float64(1084.5806884765625))","(np.float64(1311.84912109375), np.float64(1113.5517578125))","(np.float64(1203.24169921875), np.float64(1116.775634765625))","(np.float64(1315.86328125), np.float64(1145.8548583984375))"
