frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(825.8124389648438, 892.320068359375)","(866.7147216796875, 974.09130859375)","(815.5055541992188, 904.189697265625)","(862.4097900390625, 986.216796875)","(805.5623168945312, 924.4630737304688)","(848.4725341796875, 1000.3466186523438)","(805.9903564453125, 952.0445556640625)","(832.4803466796875, 1016.1443481445312)","(815.6653442382812, 978.3397827148438)","(814.7100830078125, 1040.096435546875)"
1,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(828.5302124023438, 891.947509765625)","(869.298583984375, 973.7459716796875)","(816.7574462890625, 903.8233642578125)","(863.5582885742188, 985.8483276367188)","(806.7659912109375, 925.59033203125)","(851.2076416015625, 999.9851684570312)","(808.4863891601562, 951.6665649414062)","(835.2959594726562, 1015.8220825195312)","(818.5158081054688, 978.0410766601562)","(817.5888671875, 1039.92236328125)"
2,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(830.7285766601562, 892.3191528320312)","(873.150390625, 974.3148193359375)","(820.4574584960938, 904.25244140625)","(867.3113403320312, 986.4542846679688)","(810.5442504882812, 925.9874877929688)","(853.3438110351562, 1000.70654296875)","(812.3312377929688, 952.031005859375)","(837.2385864257812, 1016.4025268554688)","(822.368896484375, 978.4610595703125)","(821.5693969726562, 1040.73681640625)"
3,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(829.5852661132812, 893.9044799804688)","(870.13818359375, 974.466064453125)","(819.2879028320312, 904.312744140625)","(864.330810546875, 986.5401000976562)","(809.395751953125, 924.4900512695312)","(851.9669189453125, 1000.7803955078125)","(809.2922973632812, 952.0211181640625)","(835.934814453125, 1016.5183715820312)","(819.5169067382812, 979.9788818359375)","(820.2184448242188, 1042.66455078125)"
4,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(828.2473754882812, 892.2186279296875)","(868.3088989257812, 974.3392944335938)","(816.55712890625, 904.1132202148438)","(862.4581909179688, 986.43212890625)","(806.6378784179688, 925.8641967773438)","(848.54736328125, 1000.654296875)","(808.1687622070312, 951.9152221679688)","(832.44189453125, 1016.3834228515625)","(818.1920776367188, 979.841064453125)","(816.7251586914062, 1042.314453125)"
5,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(825.6378784179688, 893.7874145507812)","(865.4933471679688, 972.8785400390625)","(815.3216552734375, 904.1690063476562)","(859.624755859375, 986.349365234375)","(805.4105834960938, 925.9327392578125)","(847.2501831054688, 1000.564453125)","(805.6744384765625, 951.9815673828125)","(831.2677612304688, 1016.4540405273438)","(815.2991943359375, 978.3978881835938)","(813.6351318359375, 1040.66357421875)"
6,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(828.4522094726562, 891.8108520507812)","(869.196533203125, 972.3633422851562)","(818.1471557617188, 903.7383422851562)","(863.4077758789062, 985.859619140625)","(808.3392944335938, 923.9573364257812)","(851.1367797851562, 1000.0955810546875)","(808.2352905273438, 951.52294921875)","(835.1776123046875, 1015.9881591796875)","(818.1695556640625, 979.4839477539062)","(819.173828125, 1040.38427734375)"
7,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(829.59033203125, 892.2384033203125)","(870.643798828125, 972.2564086914062)","(819.2986450195312, 904.1299438476562)","(866.186279296875, 985.7841796875)","(809.4473876953125, 925.9627685546875)","(852.3577880859375, 1000.1049194335938)","(809.7243041992188, 952.0255737304688)","(836.2971801757812, 1015.9700317382812)","(819.4952392578125, 978.3453979492188)","(820.628662109375, 1040.38916015625)"
8,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(829.613525390625, 892.1477661132812)","(871.7488403320312, 972.4401245117188)","(819.3340454101562, 904.0586547851562)","(867.387939453125, 984.5574951171875)","(809.5717163085938, 925.8661499023438)","(853.7852172851562, 1000.3428955078125)","(809.70751953125, 951.8982543945312)","(839.5520629882812, 1016.499755859375)","(819.45849609375, 979.781982421875)","(823.6092529296875, 1040.8856201171875)"
9,2,labels_v001_134_09_07_21_ Cage 3_ 2_Virgin_sub0_258_278_succesful_analysis,"(828.071044921875, 891.7723388671875)","(867.4099731445312, 972.5555419921875)","(817.7666015625, 903.673095703125)","(863.0333251953125, 984.6677856445312)","(807.9207763671875, 925.4401245117188)","(849.3679809570312, 1000.3912963867188)","(807.901611328125, 951.50537109375)","(835.027099609375, 1016.5192260742188)","(816.167724609375, 979.5297241210938)","(819.0804443359375, 1042.3802490234375)"
