frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.76318359375), np.float64(924.751708984375))","(np.float64(913.5724487304688), np.float64(978.0340576171875))","(np.float64(849.7512817382812), np.float64(936.8222045898438))","(np.float64(907.8310546875), np.float64(991.7778930664062))","(np.float64(843.6714477539062), np.float64(958.488037109375))","(np.float64(891.6773071289062), np.float64(1003.60595703125))","(np.float64(841.610595703125), np.float64(984.4473876953125))","(np.float64(871.5492553710938), np.float64(1009.7669677734375))","(np.float64(843.5802001953125), np.float64(1008.417724609375))","(np.float64(845.898193359375), np.float64(1020.0506591796875))"
1,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.7153930664062), np.float64(924.7305908203125))","(np.float64(911.9522094726562), np.float64(979.28125))","(np.float64(849.7120361328125), np.float64(936.8414916992188))","(np.float64(907.7061767578125), np.float64(991.5377807617188))","(np.float64(843.66748046875), np.float64(958.481689453125))","(np.float64(891.5123291015625), np.float64(1003.48828125))","(np.float64(843.519287109375), np.float64(984.4340209960938))","(np.float64(871.4431762695312), np.float64(1011.4641723632812))","(np.float64(843.5374145507812), np.float64(1008.474609375))","(np.float64(847.3367309570312), np.float64(1021.5139770507812))"
2,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.69921875), np.float64(924.5774536132812))","(np.float64(912.0247802734375), np.float64(978.1503295898438))","(np.float64(849.6864013671875), np.float64(938.1375122070312))","(np.float64(907.76025390625), np.float64(991.8287353515625))","(np.float64(843.669189453125), np.float64(958.3024291992188))","(np.float64(891.5938110351562), np.float64(1003.822509765625))","(np.float64(843.5116577148438), np.float64(984.2777099609375))","(np.float64(871.54248046875), np.float64(1011.8897705078125))","(np.float64(843.4080200195312), np.float64(1008.3068237304688))","(np.float64(847.4072875976562), np.float64(1022.1300659179688))"
3,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.6864624023438), np.float64(924.5952758789062))","(np.float64(912.2364501953125), np.float64(978.27392578125))","(np.float64(849.6668090820312), np.float64(938.1547241210938))","(np.float64(907.9650268554688), np.float64(991.940185546875))","(np.float64(843.642578125), np.float64(958.324951171875))","(np.float64(891.8345947265625), np.float64(1003.9859008789062))","(np.float64(843.487060546875), np.float64(984.3025512695312))","(np.float64(871.801513671875), np.float64(1012.083251953125))","(np.float64(843.356689453125), np.float64(1008.3877563476562))","(np.float64(847.742431640625), np.float64(1022.40966796875))"
4,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.7218017578125), np.float64(924.60791015625))","(np.float64(912.501953125), np.float64(978.3906860351562))","(np.float64(849.7017211914062), np.float64(938.1646728515625))","(np.float64(908.2557373046875), np.float64(990.6826171875))","(np.float64(843.6793823242188), np.float64(958.327392578125))","(np.float64(892.135498046875), np.float64(1004.155517578125))","(np.float64(843.5447387695312), np.float64(984.3203735351562))","(np.float64(872.094482421875), np.float64(1012.2642211914062))","(np.float64(841.8175048828125), np.float64(1008.6023559570312))","(np.float64(848.0546264648438), np.float64(1024.12109375))"
5,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.70849609375), np.float64(924.7702026367188))","(np.float64(912.6768188476562), np.float64(978.5489501953125))","(np.float64(849.7064819335938), np.float64(936.8701171875))","(np.float64(908.4431762695312), np.float64(990.839111328125))","(np.float64(843.6683959960938), np.float64(958.4848022460938))","(np.float64(892.3125610351562), np.float64(1004.3626708984375))","(np.float64(843.5267944335938), np.float64(984.488037109375))","(np.float64(872.2664184570312), np.float64(1012.4948120117188))","(np.float64(841.7506103515625), np.float64(1008.8237915039062))","(np.float64(848.28271484375), np.float64(1024.489501953125))"
6,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.8260498046875), np.float64(926.1199951171875))","(np.float64(912.6932983398438), np.float64(978.5115966796875))","(np.float64(849.7518920898438), np.float64(936.7134399414062))","(np.float64(908.409423828125), np.float64(990.7929077148438))","(np.float64(843.6761474609375), np.float64(958.3526611328125))","(np.float64(892.3209228515625), np.float64(1004.3253784179688))","(np.float64(841.6639404296875), np.float64(984.3623046875))","(np.float64(872.2754516601562), np.float64(1012.461669921875))","(np.float64(841.7582397460938), np.float64(1010.2977905273438))","(np.float64(848.3116455078125), np.float64(1024.4736328125))"
7,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.7184448242188), np.float64(926.1314086914062))","(np.float64(912.7642822265625), np.float64(978.5924682617188))","(np.float64(849.654296875), np.float64(936.7213745117188))","(np.float64(908.5146484375), np.float64(990.887451171875))","(np.float64(843.5640258789062), np.float64(958.3544311523438))","(np.float64(892.4268188476562), np.float64(1004.4814453125))","(np.float64(841.5249633789062), np.float64(984.3634033203125))","(np.float64(872.3811645507812), np.float64(1012.5927734375))","(np.float64(841.5911254882812), np.float64(1010.4031372070312))","(np.float64(848.565185546875), np.float64(1024.6676025390625))"
8,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.74365234375), np.float64(926.2256469726562))","(np.float64(913.0159301757812), np.float64(978.681640625))","(np.float64(849.6721801757812), np.float64(936.8098754882812))","(np.float64(908.7765502929688), np.float64(990.9584350585938))","(np.float64(843.5828857421875), np.float64(958.4501342773438))","(np.float64(892.7351684570312), np.float64(1004.585205078125))","(np.float64(841.562255859375), np.float64(984.4727783203125))","(np.float64(872.6822509765625), np.float64(1012.7396850585938))","(np.float64(841.6519165039062), np.float64(1010.5819702148438))","(np.float64(848.9855346679688), np.float64(1024.8651123046875))"
9,2,labels_v001_154_09_13_21_ Cage Wo_ 2_Virgin_sub0_97_113_succesful_analysis,"(np.float64(859.733642578125), np.float64(924.8525390625))","(np.float64(913.1708984375), np.float64(978.6991577148438))","(np.float64(849.6738891601562), np.float64(936.8764038085938))","(np.float64(908.9234008789062), np.float64(990.966064453125))","(np.float64(843.58837890625), np.float64(958.526611328125))","(np.float64(892.8881225585938), np.float64(1004.6215209960938))","(np.float64(841.5739135742188), np.float64(984.5577392578125))","(np.float64(872.8284912109375), np.float64(1012.78759765625))","(np.float64(841.6820678710938), np.float64(1010.6746826171875))","(np.float64(849.1256103515625), np.float64(1024.9647216796875))"
