frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(983.2164306640625), np.float64(966.82080078125))","(np.float64(1052.1385498046875), np.float64(1021.4376831054688))","(np.float64(976.6096801757812), np.float64(976.1349487304688))","(np.float64(1050.632080078125), np.float64(1035.7244873046875))","(np.float64(974.6632690429688), np.float64(1001.9414672851562))","(np.float64(1044.4219970703125), np.float64(1057.53173828125))","(np.float64(980.568603515625), np.float64(1027.8475341796875))","(np.float64(1036.22802734375), np.float64(1077.58544921875))","(np.float64(992.5199584960938), np.float64(1058.1583251953125))","(np.float64(1028.18359375), np.float64(1107.66357421875))"
1,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(986.3827514648438), np.float64(967.6165161132812))","(np.float64(1055.6900634765625), np.float64(1019.2167358398438))","(np.float64(979.8558349609375), np.float64(976.936767578125))","(np.float64(1055.817138671875), np.float64(1034.87841796875))","(np.float64(978.0272216796875), np.float64(1002.7398681640625))","(np.float64(1049.876220703125), np.float64(1055.2236328125))","(np.float64(983.9715576171875), np.float64(1028.64453125))","(np.float64(1043.7509765625), np.float64(1076.9140625))","(np.float64(996.04345703125), np.float64(1058.97705078125))","(np.float64(1035.764404296875), np.float64(1108.804931640625))"
2,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(986.5), np.float64(967.298828125))","(np.float64(1055.6468505859375), np.float64(1018.2930297851562))","(np.float64(978.6897583007812), np.float64(976.5304565429688))","(np.float64(1055.7587890625), np.float64(1032.552001953125))","(np.float64(978.3082885742188), np.float64(1002.3956909179688))","(np.float64(1051.5474853515625), np.float64(1054.45068359375))","(np.float64(984.26025390625), np.float64(1028.3182373046875))","(np.float64(1045.444580078125), np.float64(1076.2939453125))","(np.float64(996.2728881835938), np.float64(1058.50439453125))","(np.float64(1039.42822265625), np.float64(1106.4725341796875))"
3,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(985.4581909179688), np.float64(966.777587890625))","(np.float64(1055.474365234375), np.float64(1016.0040283203125))","(np.float64(977.3582763671875), np.float64(976.0847778320312))","(np.float64(1057.299072265625), np.float64(1031.6881103515625))","(np.float64(975.4658203125), np.float64(1001.8084106445312))","(np.float64(1053.548095703125), np.float64(1053.6260986328125))","(np.float64(981.2442626953125), np.float64(1027.8302001953125))","(np.float64(1049.23876953125), np.float64(1075.7593994140625))","(np.float64(993.4100952148438), np.float64(1057.90771484375))","(np.float64(1043.532958984375), np.float64(1107.6656494140625))"
4,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(983.857421875), np.float64(967.14794921875))","(np.float64(1052.1591796875), np.float64(1019.3846435546875))","(np.float64(977.42919921875), np.float64(976.353759765625))","(np.float64(1052.24560546875), np.float64(1035.047119140625))","(np.float64(975.5245971679688), np.float64(1002.217529296875))","(np.float64(1046.19140625), np.float64(1055.3399658203125))","(np.float64(981.3670654296875), np.float64(1028.1595458984375))","(np.float64(1039.8856201171875), np.float64(1077.0692138671875))","(np.float64(993.6383666992188), np.float64(1058.20556640625))","(np.float64(1031.746337890625), np.float64(1107.1138916015625))"
5,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(985.5911865234375), np.float64(967.3159790039062))","(np.float64(1054.0706787109375), np.float64(1020.97412109375))","(np.float64(977.6961669921875), np.float64(976.6494140625))","(np.float64(1054.085693359375), np.float64(1035.2760009765625))","(np.float64(975.73828125), np.float64(1002.3960571289062))","(np.float64(1048.012939453125), np.float64(1056.9862060546875))","(np.float64(981.4744262695312), np.float64(1028.3514404296875))","(np.float64(1040.117431640625), np.float64(1077.115966796875))","(np.float64(993.7022705078125), np.float64(1058.62109375))","(np.float64(1031.931884765625), np.float64(1107.1343994140625))"
6,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(985.5321044921875), np.float64(967.744384765625))","(np.float64(1054.7364501953125), np.float64(1020.8048095703125))","(np.float64(977.6852416992188), np.float64(977.0552368164062))","(np.float64(1054.7196044921875), np.float64(1035.132568359375))","(np.float64(977.2438354492188), np.float64(1002.9119262695312))","(np.float64(1048.671875), np.float64(1056.8167724609375))","(np.float64(983.2796020507812), np.float64(1028.7738037109375))","(np.float64(1040.6876220703125), np.float64(1076.943115234375))","(np.float64(993.693359375), np.float64(1058.8228759765625))","(np.float64(1032.601806640625), np.float64(1107.0068359375))"
7,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(985.79638671875), np.float64(967.1195068359375))","(np.float64(1054.9603271484375), np.float64(1018.9741821289062))","(np.float64(977.8976440429688), np.float64(976.4806518554688))","(np.float64(1054.982177734375), np.float64(1034.7452392578125))","(np.float64(977.5071411132812), np.float64(1002.2810668945312))","(np.float64(1048.895263671875), np.float64(1056.49365234375))","(np.float64(983.4867553710938), np.float64(1028.150634765625))","(np.float64(1040.9222412109375), np.float64(1076.7061767578125))","(np.float64(993.9395751953125), np.float64(1058.262451171875))","(np.float64(1033.0145263671875), np.float64(1106.7022705078125))"
8,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(985.2713623046875), np.float64(966.9074096679688))","(np.float64(1054.7298583984375), np.float64(1018.8283081054688))","(np.float64(977.4170532226562), np.float64(976.28515625))","(np.float64(1054.8709716796875), np.float64(1034.5750732421875))","(np.float64(976.9823608398438), np.float64(1002.1055908203125))","(np.float64(1048.795654296875), np.float64(1054.94384765625))","(np.float64(983.1012573242188), np.float64(1027.9539794921875))","(np.float64(1040.8853759765625), np.float64(1076.6748046875))","(np.float64(993.4765625), np.float64(1057.942138671875))","(np.float64(1033.0426025390625), np.float64(1106.8265380859375))"
9,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(985.5328369140625), np.float64(966.8330078125))","(np.float64(1053.5322265625), np.float64(1018.95654296875))","(np.float64(977.5443725585938), np.float64(976.1758422851562))","(np.float64(1053.6190185546875), np.float64(1033.19921875))","(np.float64(975.6605224609375), np.float64(1001.9085693359375))","(np.float64(1049.187255859375), np.float64(1055.11279296875))","(np.float64(981.4005126953125), np.float64(1027.8729248046875))","(np.float64(1041.3055419921875), np.float64(1076.8919677734375))","(np.float64(993.4970092773438), np.float64(1057.9627685546875))","(np.float64(1035.220947265625), np.float64(1107.0274658203125))"
10,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(985.8323974609375), np.float64(967.0825805664062))","(np.float64(1057.697265625), np.float64(1019.938720703125))","(np.float64(977.88720703125), np.float64(977.9883422851562))","(np.float64(1057.912353515625), np.float64(1035.6441650390625))","(np.float64(977.510009765625), np.float64(1002.2103271484375))","(np.float64(1053.753173828125), np.float64(1055.9432373046875))","(np.float64(983.5255737304688), np.float64(1028.1209716796875))","(np.float64(1047.65576171875), np.float64(1077.6036376953125))","(np.float64(993.859375), np.float64(1058.483642578125))","(np.float64(1039.6756591796875), np.float64(1107.6837158203125))"
11,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(986.3966064453125), np.float64(967.0596313476562))","(np.float64(1057.4622802734375), np.float64(1021.3496704101562))","(np.float64(978.5655517578125), np.float64(977.9989013671875))","(np.float64(1057.3731689453125), np.float64(1035.64501953125))","(np.float64(978.2882690429688), np.float64(1002.1260375976562))","(np.float64(1051.1683349609375), np.float64(1057.279296875))","(np.float64(984.2050170898438), np.float64(1028.067626953125))","(np.float64(1043.1358642578125), np.float64(1077.3564453125))","(np.float64(994.5787353515625), np.float64(1060.259765625))","(np.float64(1033.3095703125), np.float64(1107.387451171875))"
12,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(985.3982543945312), np.float64(966.948974609375))","(np.float64(1056.208984375), np.float64(1021.6472778320312))","(np.float64(977.5820922851562), np.float64(977.8988037109375))","(np.float64(1056.0914306640625), np.float64(1037.4547119140625))","(np.float64(977.2452392578125), np.float64(1002.0526123046875))","(np.float64(1048.28369140625), np.float64(1057.595947265625))","(np.float64(983.1878051757812), np.float64(1027.956787109375))","(np.float64(1040.0732421875), np.float64(1077.586669921875))","(np.float64(993.5371704101562), np.float64(1060.130615234375))","(np.float64(1030.381103515625), np.float64(1107.648681640625))"
13,1,labels_v001_189_09_14_21_ Cage Kal_ 6_Mated_sub0_117_137_analysis,"(np.float64(982.7194213867188), np.float64(965.1241455078125))","(np.float64(1054.80908203125), np.float64(1021.6275634765625))","(np.float64(976.3806762695312), np.float64(977.2288208007812))","(np.float64(1053.2313232421875), np.float64(1035.9676513671875))","(np.float64(974.4935913085938), np.float64(999.4962768554688))","(np.float64(1046.82861328125), np.float64(1057.655029296875))","(np.float64(980.3204345703125), np.float64(1025.333984375))","(np.float64(1036.914306640625), np.float64(1077.6434326171875))","(np.float64(990.6543579101562), np.float64(1059.30029296875))","(np.float64(1028.87939453125), np.float64(1107.759765625))"
