frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1079.4638671875), np.float64(821.06787109375))","(np.float64(1151.756591796875), np.float64(885.56201171875))","(np.float64(1069.7310791015625), np.float64(831.447265625))","(np.float64(1147.5460205078125), np.float64(899.934814453125))","(np.float64(1065.846435546875), np.float64(853.610595703125))","(np.float64(1131.8653564453125), np.float64(917.4234619140625))","(np.float64(1071.677734375), np.float64(881.143310546875))","(np.float64(1115.5040283203125), np.float64(931.6126098632812))","(np.float64(1081.7257080078125), np.float64(913.4550170898438))","(np.float64(1093.5572509765625), np.float64(949.8153076171875))"
1,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1073.5535888671875), np.float64(832.142333984375))","(np.float64(1144.9986572265625), np.float64(909.3501586914062))","(np.float64(1065.425537109375), np.float64(842.3233642578125))","(np.float64(1136.89453125), np.float64(921.8091430664062))","(np.float64(1061.58984375), np.float64(864.7159423828125))","(np.float64(1120.70654296875), np.float64(935.6726684570312))","(np.float64(1067.4444580078125), np.float64(890.7474365234375))","(np.float64(1100.6585693359375), np.float64(947.365966796875))","(np.float64(1079.443603515625), np.float64(922.6566772460938))","(np.float64(1074.6678466796875), np.float64(961.8404541015625))"
2,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1076.811279296875), np.float64(827.6215209960938))","(np.float64(1144.9444580078125), np.float64(924.6100463867188))","(np.float64(1068.744384765625), np.float64(838.0741577148438))","(np.float64(1132.9556884765625), np.float64(936.6839599609375))","(np.float64(1064.943359375), np.float64(861.628662109375))","(np.float64(1113.0582275390625), np.float64(944.4712524414062))","(np.float64(1068.7857666015625), np.float64(887.6609497070312))","(np.float64(1092.5860595703125), np.float64(948.5188598632812))","(np.float64(1080.98779296875), np.float64(920.0358276367188))","(np.float64(1062.67919921875), np.float64(958.5338745117188))"
3,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1074.515869140625), np.float64(824.7163696289062))","(np.float64(1145.8358154296875), np.float64(915.5646362304688))","(np.float64(1066.43603515625), np.float64(835.0618896484375))","(np.float64(1135.6427001953125), np.float64(927.8670043945312))","(np.float64(1064.1053466796875), np.float64(858.7235717773438))","(np.float64(1115.686279296875), np.float64(937.4534301757812))","(np.float64(1068.333740234375), np.float64(884.82958984375))","(np.float64(1095.4031982421875), np.float64(943.3539428710938))","(np.float64(1080.16162109375), np.float64(917.0794677734375))","(np.float64(1065.41455078125), np.float64(953.7008056640625))"
4,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1066.5867919921875), np.float64(824.4244384765625))","(np.float64(1123.228515625), np.float64(909.2799072265625))","(np.float64(1056.9501953125), np.float64(834.6078491210938))","(np.float64(1113.400146484375), np.float64(922.8494873046875))","(np.float64(1052.888427734375), np.float64(858.4496459960938))","(np.float64(1094.9913330078125), np.float64(931.130615234375))","(np.float64(1056.607177734375), np.float64(884.4598999023438))","(np.float64(1073.13671875), np.float64(936.7916870117188))","(np.float64(1070.6082763671875), np.float64(916.5069580078125))","(np.float64(1041.1583251953125), np.float64(946.9515380859375))"
5,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1065.47119140625), np.float64(827.7575073242188))","(np.float64(1116.966796875), np.float64(910.0863647460938))","(np.float64(1055.8426513671875), np.float64(838.1217651367188))","(np.float64(1106.9913330078125), np.float64(922.0324096679688))","(np.float64(1051.6573486328125), np.float64(860.2576904296875))","(np.float64(1086.9708251953125), np.float64(929.6720581054688))","(np.float64(1053.467529296875), np.float64(887.7977294921875))","(np.float64(1066.8834228515625), np.float64(931.8477783203125))","(np.float64(1067.5679931640625), np.float64(916.2979125976562))","(np.float64(1033.21728515625), np.float64(938.1965942382812))"
6,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1069.39306640625), np.float64(828.98974609375))","(np.float64(1122.842041015625), np.float64(910.1920166015625))","(np.float64(1059.7864990234375), np.float64(839.4268188476562))","(np.float64(1112.758056640625), np.float64(922.1436157226562))","(np.float64(1055.6724853515625), np.float64(862.952392578125))","(np.float64(1091.020751953125), np.float64(929.9451293945312))","(np.float64(1057.45654296875), np.float64(889.0261840820312))","(np.float64(1070.823974609375), np.float64(932.0814208984375))","(np.float64(1071.442626953125), np.float64(919.0902709960938))","(np.float64(1038.986083984375), np.float64(940.0689697265625))"
7,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1073.7647705078125), np.float64(833.2257690429688))","(np.float64(1120.919677734375), np.float64(895.687255859375))","(np.float64(1063.98681640625), np.float64(845.2994384765625))","(np.float64(1112.8643798828125), np.float64(909.6864624023438))","(np.float64(1059.919189453125), np.float64(867.2286376953125))","(np.float64(1094.8031005859375), np.float64(919.650390625))","(np.float64(1061.73095703125), np.float64(893.2034912109375))","(np.float64(1074.9007568359375), np.float64(923.5394287109375))","(np.float64(1075.8175048828125), np.float64(921.5823974609375))","(np.float64(1044.879150390625), np.float64(941.7152099609375))"
8,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1062.7413330078125), np.float64(829.0426635742188))","(np.float64(1124.85302734375), np.float64(887.4463500976562))","(np.float64(1054.614501953125), np.float64(839.26220703125))","(np.float64(1118.39306640625), np.float64(901.5902099609375))","(np.float64(1050.421630859375), np.float64(863.0648193359375))","(np.float64(1098.8203125), np.float64(915.0399780273438))","(np.float64(1052.598388671875), np.float64(889.15234375))","(np.float64(1080.36572265625), np.float64(921.1392211914062))","(np.float64(1064.572998046875), np.float64(923.0570678710938))","(np.float64(1066.393310546875), np.float64(925.4302368164062))"
9,2,labels_v001_112_08_20_21_ Set 2_ Cage B_ 3_Virgin_sub0_29_45_succesful_analysis,"(np.float64(1065.797607421875), np.float64(827.6049194335938))","(np.float64(1141.2706298828125), np.float64(891.7885131835938))","(np.float64(1057.669189453125), np.float64(837.7803344726562))","(np.float64(1133.009765625), np.float64(905.6176147460938))","(np.float64(1052.0701904296875), np.float64(861.6063232421875))","(np.float64(1113.480712890625), np.float64(915.8723754882812))","(np.float64(1055.7730712890625), np.float64(887.7387084960938))","(np.float64(1093.0477294921875), np.float64(923.8091430664062))","(np.float64(1067.679443359375), np.float64(917.817626953125))","(np.float64(1065.3470458984375), np.float64(938.0400390625))"
