frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(974.3837890625), np.float64(794.7881469726562))","(np.float64(988.3373413085938), np.float64(903.49951171875))","(np.float64(964.5165405273438), np.float64(806.8390502929688))","(np.float64(981.8734741210938), np.float64(917.3192138671875))","(np.float64(954.7542114257812), np.float64(823.1494750976562))","(np.float64(966.410888671875), np.float64(933.30517578125))","(np.float64(948.463623046875), np.float64(848.8184204101562))","(np.float64(951.9655151367188), np.float64(949.41552734375))","(np.float64(938.6957397460938), np.float64(878.7398681640625))","(np.float64(934.14892578125), np.float64(969.4334716796875))"
1,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(973.4985961914062), np.float64(794.174560546875))","(np.float64(999.4138793945312), np.float64(895.9930114746094))","(np.float64(963.4833374023438), np.float64(806.2893676757812))","(np.float64(996.2190246582031), np.float64(910.061279296875))","(np.float64(953.5332641601562), np.float64(824.0235595703125))","(np.float64(986.5764465332031), np.float64(928.9747009277344))","(np.float64(946.0739135742188), np.float64(848.1641845703125))","(np.float64(978.2462768554688), np.float64(948.8965759277344))","(np.float64(935.84619140625), np.float64(876.41162109375))","(np.float64(967.3707580566406), np.float64(971.0895385742188))"
2,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(946.1854858398438), np.float64(811.5225219726562))","(np.float64(1010.4904174804688), np.float64(888.4865112304688))","(np.float64(932.501220703125), np.float64(821.2998046875))","(np.float64(1010.5645751953125), np.float64(902.8033447265625))","(np.float64(922.1904296875), np.float64(837.5030517578125))","(np.float64(1006.7420043945312), np.float64(924.6442260742188))","(np.float64(912.0650024414062), np.float64(859.68115234375))","(np.float64(1004.5270385742188), np.float64(948.3776245117188))","(np.float64(900.4900512695312), np.float64(891.4003295898438))","(np.float64(1000.5925903320312), np.float64(972.74560546875))"
3,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(951.52294921875), np.float64(807.8577270507812))","(np.float64(1015.8287353515625), np.float64(876.4872436523438))","(np.float64(941.084228515625), np.float64(817.9932250976562))","(np.float64(1016.1181640625), np.float64(890.69091796875))","(np.float64(931.1729125976562), np.float64(835.6273193359375))","(np.float64(1014.001220703125), np.float64(912.6505126953125))","(np.float64(923.208251953125), np.float64(859.6007690429688))","(np.float64(1011.943603515625), np.float64(936.3795166015625))","(np.float64(911.4207763671875), np.float64(889.7849731445312))","(np.float64(1009.8380126953125), np.float64(962.2931518554688))"
4,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(984.4474487304688), np.float64(787.8699340820312))","(np.float64(1015.7856038411459), np.float64(883.8369344075521))","(np.float64(974.1951293945312), np.float64(798.0427856445312))","(np.float64(1016.5990397135416), np.float64(897.9258422851562))","(np.float64(964.3673706054688), np.float64(817.779052734375))","(np.float64(1014.6007690429688), np.float64(919.3173828125))","(np.float64(960.2362670898438), np.float64(843.8173217773438))","(np.float64(1013.1376546223959), np.float64(943.0262247721354))","(np.float64(956.3256225585938), np.float64(875.6404418945312))","(np.float64(1011.1929931640625), np.float64(968.9562784830729))"
5,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(984.164306640625), np.float64(787.0144653320312))","(np.float64(1015.7424723307291), np.float64(891.1866251627604))","(np.float64(974.4735107421875), np.float64(801.1054077148438))","(np.float64(1017.0799153645834), np.float64(905.1607666015625))","(np.float64(968.4403686523438), np.float64(819.1785888671875))","(np.float64(1015.2003173828125), np.float64(925.9842529296875))","(np.float64(966.6557006835938), np.float64(845.1179809570312))","(np.float64(1014.3317057291666), np.float64(949.6729329427084))","(np.float64(930.7366027832031), np.float64(884.0258178710938))","(np.float64(1012.5479736328125), np.float64(975.6194051106771))"
6,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(943.2210083007812), np.float64(810.4427490234375))","(np.float64(1015.6993408203125), np.float64(898.5363159179688))","(np.float64(933.4306640625), np.float64(824.4389038085938))","(np.float64(1017.560791015625), np.float64(912.3956909179688))","(np.float64(925.0304565429688), np.float64(840.6403198242188))","(np.float64(1015.7998657226562), np.float64(932.651123046875))","(np.float64(917.052978515625), np.float64(864.377197265625))","(np.float64(1015.5257568359375), np.float64(956.3196411132812))","(np.float64(905.1475830078125), np.float64(892.4111938476562))","(np.float64(1013.9029541015625), np.float64(982.2825317382812))"
7,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(932.5619506835938), np.float64(817.7005004882812))","(np.float64(982.591796875), np.float64(883.7664794921875))","(np.float64(920.7142333984375), np.float64(829.5903930664062))","(np.float64(980.5089111328125), np.float64(897.6358642578125))","(np.float64(912.2576293945312), np.float64(845.5842895507812))","(np.float64(974.5084838867188), np.float64(919.666748046875))","(np.float64(904.341064453125), np.float64(869.580810546875))","(np.float64(968.301513671875), np.float64(943.73095703125))","(np.float64(898.458251953125), np.float64(899.8665161132812))","(np.float64(962.1560668945312), np.float64(969.8385620117188))"
8,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(974.1187133789062), np.float64(797.98046875))","(np.float64(1029.6474609375), np.float64(858.2919921875))","(np.float64(962.2891845703125), np.float64(808.1250610351562))","(np.float64(1030.4871215820312), np.float64(872.1207885742188))","(np.float64(954.3093872070312), np.float64(828.3323364257812))","(np.float64(1027.6235046386719), np.float64(894.2334899902344))","(np.float64(952.09765625), np.float64(855.9954223632812))","(np.float64(1024.3986206054688), np.float64(918.17626953125))","(np.float64(952.3832397460938), np.float64(884.1228637695312))","(np.float64(1019.4395446777344), np.float64(946.3230285644531))"
9,1,labels_v001_064_08_20_21_ Set 1_ Cage B_ 2_Mated_sub0_185_195_analysis,"(np.float64(978.3768920898438), np.float64(792.8790283203125))","(np.float64(1076.703125), np.float64(832.8175048828125))","(np.float64(966.4884033203125), np.float64(803.0872802734375))","(np.float64(1080.46533203125), np.float64(846.605712890625))","(np.float64(960.1785278320312), np.float64(822.831787109375))","(np.float64(1080.738525390625), np.float64(868.8002319335938))","(np.float64(956.1494750976562), np.float64(848.9202880859375))","(np.float64(1080.4957275390625), np.float64(892.62158203125))","(np.float64(956.0267333984375), np.float64(879.1723022460938))","(np.float64(1076.7230224609375), np.float64(922.8074951171875))"
