frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(855.4814453125), np.float64(944.319091796875))","(np.float64(776.2622680664062), np.float64(960.3136596679688))","(np.float64(863.2893676757812), np.float64(958.0249633789062))","(np.float64(768.3652954101562), np.float64(970.835693359375))","(np.float64(875.2860717773438), np.float64(976.2540283203125))","(np.float64(766.0742797851562), np.float64(994.6597900390625))","(np.float64(885.3701782226562), np.float64(999.9976196289062))","(np.float64(772.0851440429688), np.float64(1020.5319213867188))","(np.float64(903.3335571289062), np.float64(1028.013916015625))","(np.float64(786.3230590820312), np.float64(1042.6749267578125))"
1,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(818.9286499023438), np.float64(936.8528442382812))","(np.float64(798.7423095703125), np.float64(959.39453125))","(np.float64(825.0506591796875), np.float64(950.5614624023438))","(np.float64(790.8788452148438), np.float64(971.7313842773438))","(np.float64(836.9471435546875), np.float64(970.5985717773438))","(np.float64(788.8248291015625), np.float64(993.8118896484375))","(np.float64(848.9567260742188), np.float64(988.6192626953125))","(np.float64(796.5549926757812), np.float64(1019.56884765625))","(np.float64(862.946044921875), np.float64(1018.43896484375))","(np.float64(810.814453125), np.float64(1041.9537353515625))"
2,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(813.7117309570312), np.float64(952.882080078125))","(np.float64(809.3431396484375), np.float64(959.8453979492188))","(np.float64(825.4425659179688), np.float64(961.07763671875))","(np.float64(801.2120971679688), np.float64(972.9188842773438))","(np.float64(833.47998046875), np.float64(983.0680541992188))","(np.float64(798.9605102539062), np.float64(996.8678588867188))","(np.float64(843.4091186523438), np.float64(1004.8732299804688))","(np.float64(808.9662475585938), np.float64(1020.87109375))","(np.float64(851.43408203125), np.float64(1035.099609375))","(np.float64(825.140625), np.float64(1042.9415283203125))"
3,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(876.568115234375), np.float64(1024.45068359375))","(np.float64(810.2535400390625), np.float64(963.258056640625))","(np.float64(872.2699584960938), np.float64(1038.27734375))","(np.float64(802.4280395507812), np.float64(973.7449951171875))","(np.float64(862.3536376953125), np.float64(1056.447265625))","(np.float64(802.0338134765625), np.float64(999.5159912109375))","(np.float64(852.0762329101562), np.float64(1076.3182373046875))","(np.float64(808.1133422851562), np.float64(1023.674072265625))","(np.float64(834.3245849609375), np.float64(1104.4898681640625))","(np.float64(828.05615234375), np.float64(1043.6864013671875))"
4,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(883.6271362304688), np.float64(1017.9324340820312))","(np.float64(817.560791015625), np.float64(963.2005615234375))","(np.float64(881.6187133789062), np.float64(1031.9293212890625))","(np.float64(809.588623046875), np.float64(974.1599731445312))","(np.float64(871.6036987304688), np.float64(1050.1226806640625))","(np.float64(807.7952880859375), np.float64(998.4644775390625))","(np.float64(859.5648803710938), np.float64(1068.1177978515625))","(np.float64(813.3821411132812), np.float64(1024.2940673828125))","(np.float64(841.8645629882812), np.float64(1094.30810546875))","(np.float64(831.7681884765625), np.float64(1042.6336669921875))"
5,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(880.697265625), np.float64(1010.744873046875))","(np.float64(809.3763427734375), np.float64(960.7512817382812))","(np.float64(880.9478759765625), np.float64(1024.8646240234375))","(np.float64(803.0510864257812), np.float64(972.91650390625))","(np.float64(872.728759765625), np.float64(1042.96142578125))","(np.float64(801.1223754882812), np.float64(995.15869140625))","(np.float64(860.6146240234375), np.float64(1060.7713623046875))","(np.float64(805.0797119140625), np.float64(1020.99658203125))","(np.float64(840.909423828125), np.float64(1086.8004150390625))","(np.float64(823.322509765625), np.float64(1043.2176513671875))"
6,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(862.6425170898438), np.float64(1016.0830688476562))","(np.float64(793.59326171875), np.float64(960.7011108398438))","(np.float64(860.596435546875), np.float64(1030.118896484375))","(np.float64(785.8659057617188), np.float64(972.8683471679688))","(np.float64(848.423095703125), np.float64(1048.049560546875))","(np.float64(783.5072021484375), np.float64(994.961181640625))","(np.float64(832.2592163085938), np.float64(1063.846923828125))","(np.float64(785.9940795898438), np.float64(1020.89453125))","(np.float64(810.167236328125), np.float64(1087.7054443359375))","(np.float64(801.7517700195312), np.float64(1045.037353515625))"
7,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(863.7869873046875), np.float64(1011.9051513671875))","(np.float64(793.2542724609375), np.float64(961.6348266601562))","(np.float64(860.26416015625), np.float64(1025.9681396484375))","(np.float64(785.57861328125), np.float64(972.1605224609375))","(np.float64(847.9066162109375), np.float64(1044.007080078125))","(np.float64(783.1470947265625), np.float64(995.8348388671875))","(np.float64(831.8140869140625), np.float64(1059.864990234375))","(np.float64(785.28759765625), np.float64(1021.873779296875))","(np.float64(808.1652221679688), np.float64(1084.041259765625))","(np.float64(801.4525146484375), np.float64(1045.921142578125))"
8,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(869.6498413085938), np.float64(1016.1278076171875))","(np.float64(800.0570068359375), np.float64(962.87451171875))","(np.float64(867.2161865234375), np.float64(1028.650634765625))","(np.float64(792.2116088867188), np.float64(973.9483032226562))","(np.float64(851.5416259765625), np.float64(1046.3055419921875))","(np.float64(791.548828125), np.float64(998.07861328125))","(np.float64(835.2791137695312), np.float64(1060.311767578125))","(np.float64(795.68017578125), np.float64(1023.927734375))","(np.float64(809.5328979492188), np.float64(1084.2706298828125))","(np.float64(811.7916870117188), np.float64(1045.98779296875))"
9,0,labels_v001_143_09_07_21_ Cage 3_ 6_Virgin_sub1_468_473_analysis,"(np.float64(880.5009765625), np.float64(1015.7019653320312))","(np.float64(811.4403076171875), np.float64(964.0392456054688))","(np.float64(876.616455078125), np.float64(1029.635498046875))","(np.float64(804.9984130859375), np.float64(974.9591674804688))","(np.float64(862.1234741210938), np.float64(1045.865478515625))","(np.float64(803.0547485351562), np.float64(999.3197631835938))","(np.float64(844.0849609375), np.float64(1059.6279296875))","(np.float64(809.0067138671875), np.float64(1025.101318359375))","(np.float64(820.2769165039062), np.float64(1081.8134765625))","(np.float64(825.387451171875), np.float64(1045.4443359375))"
