frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1055.9931640625), np.float64(1064.5107421875))","(np.float64(1140.99560546875), np.float64(1072.385009765625))","(np.float64(1050.0380859375), np.float64(1075.11865234375))","(np.float64(1148.7684326171875), np.float64(1086.282958984375))","(np.float64(1047.9427490234375), np.float64(1098.7266845703125))","(np.float64(1157.1697998046875), np.float64(1106.28564453125))","(np.float64(1055.9281005859375), np.float64(1124.7462158203125))","(np.float64(1168.7518310546875), np.float64(1128.235595703125))","(np.float64(1070.0594482421875), np.float64(1152.6513671875))","(np.float64(1185.0428466796875), np.float64(1150.521240234375))"
1,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1056.1842041015625), np.float64(1064.115966796875))","(np.float64(1137.027099609375), np.float64(1065.0941162109375))","(np.float64(1050.1971435546875), np.float64(1074.7225341796875))","(np.float64(1146.8189697265625), np.float64(1077.3809814453125))","(np.float64(1048.1270751953125), np.float64(1098.3372802734375))","(np.float64(1156.9840087890625), np.float64(1096.9208984375))","(np.float64(1056.1751708984375), np.float64(1124.3660888671875))","(np.float64(1168.6319580078125), np.float64(1117.003173828125))","(np.float64(1068.3492431640625), np.float64(1152.3145751953125))","(np.float64(1184.946044921875), np.float64(1139.1494140625))"
2,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1042.95654296875), np.float64(1064.0413818359375))","(np.float64(1077.458740234375), np.float64(1064.8189086914062))","(np.float64(1038.5460205078125), np.float64(1076.20263671875))","(np.float64(1079.1852111816406), np.float64(1077.0718994140625))","(np.float64(1034.6251220703125), np.float64(1098.1265869140625))","(np.float64(1080.4169311523438), np.float64(1097.711669921875))","(np.float64(1040.5523681640625), np.float64(1124.152099609375))","(np.float64(1088.0592041015625), np.float64(1120.786865234375))","(np.float64(1052.578369140625), np.float64(1152.542724609375))","(np.float64(1100.1783447265625), np.float64(1147.9629516601562))"
3,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1071.61572265625), np.float64(1146.38037109375))","(np.float64(1017.890380859375), np.float64(1064.543701171875))","(np.float64(1065.7802734375), np.float64(1160.62890625))","(np.float64(1011.5514526367188), np.float64(1076.7628173828125))","(np.float64(1059.403076171875), np.float64(1180.5753173828125))","(np.float64(1003.849853515625), np.float64(1098.50244140625))","(np.float64(1047.362060546875), np.float64(1200.3646240234375))","(np.float64(1007.4864501953125), np.float64(1124.570556640625))","(np.float64(1031.350341796875), np.float64(1228.2490234375))","(np.float64(1015.41064453125), np.float64(1156.7764892578125))"
4,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1066.6539306640625), np.float64(1148.6507568359375))","(np.float64(1024.34375), np.float64(1067.7982177734375))","(np.float64(1058.7177734375), np.float64(1162.43798828125))","(np.float64(1016.3385620117188), np.float64(1078.2459716796875))","(np.float64(1048.62548828125), np.float64(1180.355712890625))","(np.float64(1008.2548828125), np.float64(1100.1671142578125))","(np.float64(1036.558349609375), np.float64(1200.32275390625))","(np.float64(1008.2138671875), np.float64(1127.961669921875))","(np.float64(1022.7628784179688), np.float64(1230.399169921875))","(np.float64(1014.3843383789062), np.float64(1158.1175537109375))"
5,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1081.6920166015625), np.float64(1148.9456787109375))","(np.float64(1037.3406982421875), np.float64(1065.403564453125))","(np.float64(1073.8848876953125), np.float64(1161.3341064453125))","(np.float64(1029.620849609375), np.float64(1077.556884765625))","(np.float64(1063.7728271484375), np.float64(1179.0447998046875))","(np.float64(1021.5999145507812), np.float64(1097.6693115234375))","(np.float64(1051.544189453125), np.float64(1197.041748046875))","(np.float64(1021.20703125), np.float64(1125.4263916015625))","(np.float64(1035.46484375), np.float64(1227.0582275390625))","(np.float64(1027.44775390625), np.float64(1155.810302734375))"
6,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1125.168701171875), np.float64(1137.8438720703125))","(np.float64(1061.3880615234375), np.float64(1064.833984375))","(np.float64(1121.6214599609375), np.float64(1153.8175048828125))","(np.float64(1053.572998046875), np.float64(1075.3458251953125))","(np.float64(1117.4681396484375), np.float64(1173.7392578125))","(np.float64(1049.27783203125), np.float64(1097.1160888671875))","(np.float64(1111.227783203125), np.float64(1195.775146484375))","(np.float64(1049.42041015625), np.float64(1124.975341796875))","(np.float64(1099.58935546875), np.float64(1225.9139404296875))","(np.float64(1059.3446044921875), np.float64(1155.3785400390625))"
7,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1058.5467529296875), np.float64(1064.9337158203125))","(np.float64(1140.0611572265625), np.float64(1117.432861328125))","(np.float64(1052.5291748046875), np.float64(1076.95703125))","(np.float64(1140.400146484375), np.float64(1133.412109375))","(np.float64(1050.39013671875), np.float64(1097.4080810546875))","(np.float64(1140.4205322265625), np.float64(1153.5623779296875))","(np.float64(1056.1641845703125), np.float64(1125.0302734375))","(np.float64(1140.150634765625), np.float64(1177.2861328125))","(np.float64(1066.1025390625), np.float64(1153.283203125))","(np.float64(1142.4366455078125), np.float64(1209.3427734375))"
8,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1054.6248779296875), np.float64(1064.8055419921875))","(np.float64(1137.8387451171875), np.float64(1112.625244140625))","(np.float64(1048.5234375), np.float64(1076.8548583984375))","(np.float64(1139.775390625), np.float64(1126.9666748046875))","(np.float64(1046.42529296875), np.float64(1097.341796875))","(np.float64(1141.9129638671875), np.float64(1148.6337890625))","(np.float64(1052.4027099609375), np.float64(1124.8895263671875))","(np.float64(1143.7259521484375), np.float64(1172.5123291015625))","(np.float64(1062.283935546875), np.float64(1155.181640625))","(np.float64(1149.877197265625), np.float64(1204.4256591796875))"
9,0,labels_v001_195_09_14_21_ Cage Tsom_ 3_Virgin_sub1_242_256_analysis_succesful,"(np.float64(1053.427978515625), np.float64(1065.3839111328125))","(np.float64(1137.27978515625), np.float64(1104.77978515625))","(np.float64(1047.3780517578125), np.float64(1077.3846435546875))","(np.float64(1139.497314453125), np.float64(1120.6138916015625))","(np.float64(1045.308349609375), np.float64(1097.87158203125))","(np.float64(1143.5308837890625), np.float64(1140.7550048828125))","(np.float64(1049.4249267578125), np.float64(1125.47314453125))","(np.float64(1147.3089599609375), np.float64(1164.5086669921875))","(np.float64(1059.65576171875), np.float64(1155.8531494140625))","(np.float64(1155.2767333984375), np.float64(1194.77001953125))"
