frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(683.9771118164062), np.float64(901.689208984375))","(np.float64(762.5924682617188), np.float64(958.8414306640625))","(np.float64(671.855712890625), np.float64(909.7922973632812))","(np.float64(760.4195556640625), np.float64(972.7864990234375))","(np.float64(659.8502197265625), np.float64(929.9834594726562))","(np.float64(750.376708984375), np.float64(989.0592651367188))","(np.float64(655.5681762695312), np.float64(957.6695556640625))","(np.float64(736.4671020507812), np.float64(1008.8651123046875))","(np.float64(649.6923828125), np.float64(987.6753540039062))","(np.float64(724.80908203125), np.float64(1028.898681640625))"
1,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(684.17919921875), np.float64(903.1001586914062))","(np.float64(763.2262573242188), np.float64(958.4918823242188))","(np.float64(672.0628662109375), np.float64(911.2172241210938))","(np.float64(761.1087036132812), np.float64(972.4450073242188))","(np.float64(660.1116943359375), np.float64(931.58154296875))","(np.float64(751.0728149414062), np.float64(988.7100830078125))","(np.float64(655.837158203125), np.float64(959.2693481445312))","(np.float64(737.1683959960938), np.float64(1008.54345703125))","(np.float64(649.8692626953125), np.float64(987.5068969726562))","(np.float64(727.0857543945312), np.float64(1028.61767578125))"
2,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(684.18505859375), np.float64(901.709228515625))","(np.float64(763.27490234375), np.float64(955.8908081054688))","(np.float64(672.0997314453125), np.float64(909.8291015625))","(np.float64(761.1702880859375), np.float64(969.9230346679688))","(np.float64(660.0418090820312), np.float64(930.0481567382812))","(np.float64(751.3825073242188), np.float64(987.6630249023438))","(np.float64(655.790283203125), np.float64(957.7283935546875))","(np.float64(739.2080688476562), np.float64(1007.6259765625))","(np.float64(649.94482421875), np.float64(987.598388671875))","(np.float64(727.3639526367188), np.float64(1027.77685546875))"
3,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(684.013916015625), np.float64(901.5568237304688))","(np.float64(763.4459838867188), np.float64(955.64453125))","(np.float64(671.892822265625), np.float64(909.6587524414062))","(np.float64(759.8818969726562), np.float64(969.6339721679688))","(np.float64(659.8884887695312), np.float64(929.8615112304688))","(np.float64(751.5543212890625), np.float64(987.472900390625))","(np.float64(655.638671875), np.float64(957.5547485351562))","(np.float64(739.4051513671875), np.float64(1007.5371704101562))","(np.float64(649.6091918945312), np.float64(987.406982421875))","(np.float64(729.22119140625), np.float64(1027.61962890625))"
4,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(683.650390625), np.float64(901.5493774414062))","(np.float64(763.85791015625), np.float64(955.4700317382812))","(np.float64(671.57177734375), np.float64(909.6878662109375))","(np.float64(760.3448486328125), np.float64(968.0523071289062))","(np.float64(659.6200561523438), np.float64(929.8893432617188))","(np.float64(751.981689453125), np.float64(985.8659057617188))","(np.float64(655.3271484375), np.float64(957.57568359375))","(np.float64(739.8587036132812), np.float64(1005.72412109375))","(np.float64(647.7003784179688), np.float64(987.4205322265625))","(np.float64(729.8433837890625), np.float64(1027.621826171875))"
5,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(683.6571044921875), np.float64(901.5289306640625))","(np.float64(764.1553955078125), np.float64(953.5787353515625))","(np.float64(671.6013793945312), np.float64(909.6752319335938))","(np.float64(760.6676025390625), np.float64(967.5678100585938))","(np.float64(659.672607421875), np.float64(929.8643798828125))","(np.float64(752.3553466796875), np.float64(985.4147338867188))","(np.float64(655.3616943359375), np.float64(957.5468139648438))","(np.float64(740.1883544921875), np.float64(1005.3709716796875))","(np.float64(647.728759765625), np.float64(987.403076171875))","(np.float64(730.3010864257812), np.float64(1027.2386474609375))"
6,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(683.7990112304688), np.float64(901.3551025390625))","(np.float64(763.388427734375), np.float64(952.56494140625))","(np.float64(671.7398071289062), np.float64(909.496826171875))","(np.float64(763.1092529296875), np.float64(966.5760498046875))","(np.float64(659.7406005859375), np.float64(929.6822509765625))","(np.float64(754.9686889648438), np.float64(984.5303955078125))","(np.float64(655.4439697265625), np.float64(957.3660278320312))","(np.float64(743.0636596679688), np.float64(1004.5841674804688))","(np.float64(649.2827758789062), np.float64(987.1824340820312))","(np.float64(732.9847412109375), np.float64(1024.907958984375))"
7,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(683.8665161132812), np.float64(901.5164794921875))","(np.float64(764.2357788085938), np.float64(952.2850341796875))","(np.float64(671.81201171875), np.float64(909.6704711914062))","(np.float64(763.9962158203125), np.float64(966.2821655273438))","(np.float64(659.85009765625), np.float64(929.8754272460938))","(np.float64(754.3463134765625), np.float64(984.2871704101562))","(np.float64(655.5501708984375), np.float64(957.5582885742188))","(np.float64(743.969482421875), np.float64(1004.444580078125))","(np.float64(649.4186401367188), np.float64(987.429443359375))","(np.float64(734.1064453125), np.float64(1024.70947265625))"
8,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(683.840087890625), np.float64(901.3857421875))","(np.float64(764.3339233398438), np.float64(952.1761474609375))","(np.float64(671.7885131835938), np.float64(909.5393676757812))","(np.float64(764.0701904296875), np.float64(966.2149658203125))","(np.float64(659.8045043945312), np.float64(929.7186889648438))","(np.float64(754.4080200195312), np.float64(984.22998046875))","(np.float64(655.4901123046875), np.float64(957.4010009765625))","(np.float64(744.0380859375), np.float64(1004.3728637695312))","(np.float64(649.359619140625), np.float64(987.35986328125))","(np.float64(734.220947265625), np.float64(1024.578125))"
9,1,labels_v001_063_08_20_21_ Set 1_ Cage B_ 1_Mated_sub1_497_505_analysis,"(np.float64(683.5469970703125), np.float64(901.4125366210938))","(np.float64(764.146484375), np.float64(952.0408325195312))","(np.float64(671.488037109375), np.float64(909.5829467773438))","(np.float64(763.8881225585938), np.float64(966.0686645507812))","(np.float64(659.5067138671875), np.float64(929.77392578125))","(np.float64(754.2381591796875), np.float64(984.0911865234375))","(np.float64(655.2447509765625), np.float64(957.469970703125))","(np.float64(743.9332275390625), np.float64(1004.2868041992188))","(np.float64(647.4651489257812), np.float64(987.421630859375))","(np.float64(734.2800903320312), np.float64(1024.400634765625))"
