frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(899.298095703125), np.float64(972.5380859375))","(np.float64(970.3739013671875), np.float64(1074.3604736328125))","(np.float64(887.418212890625), np.float64(984.4012451171875))","(np.float64(959.8990478515625), np.float64(1082.7598876953125))","(np.float64(879.4198608398438), np.float64(1004.8285522460938))","(np.float64(938.3038330078125), np.float64(1088.7137451171875))","(np.float64(883.14599609375), np.float64(1032.3929443359375))","(np.float64(915.9598999023438), np.float64(1092.53515625))","(np.float64(895.1373291015625), np.float64(1064.364990234375))","(np.float64(880.3463745117188), np.float64(1100.6597900390625))"
1,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(899.1923828125), np.float64(972.453125))","(np.float64(969.9247436523438), np.float64(1073.231689453125))","(np.float64(887.281982421875), np.float64(984.2781982421875))","(np.float64(958.026611328125), np.float64(1083.0859375))","(np.float64(879.2149047851562), np.float64(1004.6600952148438))","(np.float64(937.9402465820312), np.float64(1089.1082763671875))","(np.float64(881.2327880859375), np.float64(1032.2342529296875))","(np.float64(915.6192626953125), np.float64(1092.9705810546875))","(np.float64(893.447509765625), np.float64(1064.201904296875))","(np.float64(879.9896240234375), np.float64(1101.20703125))"
2,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(897.6480102539062), np.float64(972.377685546875))","(np.float64(969.8202514648438), np.float64(1073.295654296875))","(np.float64(887.2039184570312), np.float64(984.2246704101562))","(np.float64(957.921875), np.float64(1083.1480712890625))","(np.float64(879.2018432617188), np.float64(1004.6216430664062))","(np.float64(937.8480224609375), np.float64(1089.1812744140625))","(np.float64(881.2402954101562), np.float64(1032.1700439453125))","(np.float64(915.5301513671875), np.float64(1093.078857421875))","(np.float64(893.4127807617188), np.float64(1064.077392578125))","(np.float64(879.8858642578125), np.float64(1101.260009765625))"
3,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(897.8157348632812), np.float64(972.5164794921875))","(np.float64(970.0508422851562), np.float64(1073.555908203125))","(np.float64(887.385986328125), np.float64(984.3695068359375))","(np.float64(958.2230224609375), np.float64(1083.4976806640625))","(np.float64(879.39306640625), np.float64(1004.769287109375))","(np.float64(938.1176147460938), np.float64(1089.6019287109375))","(np.float64(881.4214477539062), np.float64(1032.331298828125))","(np.float64(915.79736328125), np.float64(1095.3729248046875))","(np.float64(893.6262817382812), np.float64(1064.2652587890625))","(np.float64(880.16455078125), np.float64(1101.66455078125))"
4,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(899.1515502929688), np.float64(972.708984375))","(np.float64(970.3867797851562), np.float64(1073.927490234375))","(np.float64(887.2688598632812), np.float64(984.5900268554688))","(np.float64(960.029296875), np.float64(1083.8897705078125))","(np.float64(879.284423828125), np.float64(1005.0303955078125))","(np.float64(938.4732666015625), np.float64(1090.0478515625))","(np.float64(883.0366821289062), np.float64(1032.5897216796875))","(np.float64(916.1483154296875), np.float64(1095.8607177734375))","(np.float64(893.4757080078125), np.float64(1064.5655517578125))","(np.float64(882.083740234375), np.float64(1103.6829833984375))"
5,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(899.089111328125), np.float64(972.4490966796875))","(np.float64(970.4259643554688), np.float64(1073.7977294921875))","(np.float64(887.2218017578125), np.float64(984.3488159179688))","(np.float64(958.617431640625), np.float64(1083.7716064453125))","(np.float64(879.2404174804688), np.float64(1004.78466796875))","(np.float64(938.5550537109375), np.float64(1089.9638671875))","(np.float64(883.0099487304688), np.float64(1032.3636474609375))","(np.float64(916.2298583984375), np.float64(1095.806640625))","(np.float64(894.97216796875), np.float64(1064.30859375))","(np.float64(882.169189453125), np.float64(1103.64501953125))"
6,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(899.3526000976562), np.float64(972.3628540039062))","(np.float64(970.467041015625), np.float64(1074.2020263671875))","(np.float64(887.40283203125), np.float64(984.1461791992188))","(np.float64(958.6724853515625), np.float64(1084.15625))","(np.float64(879.360107421875), np.float64(1004.5659790039062))","(np.float64(938.5923461914062), np.float64(1090.31591796875))","(np.float64(881.3836059570312), np.float64(1032.1368408203125))","(np.float64(916.3231201171875), np.float64(1096.23779296875))","(np.float64(893.5953979492188), np.float64(1064.0816650390625))","(np.float64(882.173095703125), np.float64(1104.3209228515625))"
7,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(899.2577514648438), np.float64(972.4957275390625))","(np.float64(970.29443359375), np.float64(1074.52880859375))","(np.float64(887.3046875), np.float64(984.2945556640625))","(np.float64(958.478515625), np.float64(1084.468505859375))","(np.float64(879.268310546875), np.float64(1004.6701049804688))","(np.float64(938.4083251953125), np.float64(1090.651123046875))","(np.float64(881.27490234375), np.float64(1032.240234375))","(np.float64(916.1619873046875), np.float64(1096.5509033203125))","(np.float64(893.47509765625), np.float64(1064.2193603515625))","(np.float64(882.0792846679688), np.float64(1104.6441650390625))"
8,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(897.7353515625), np.float64(972.16943359375))","(np.float64(970.3712158203125), np.float64(1074.2119140625))","(np.float64(887.2867431640625), np.float64(983.9973754882812))","(np.float64(958.5592041015625), np.float64(1084.1563720703125))","(np.float64(879.2947998046875), np.float64(1004.403564453125))","(np.float64(938.5064697265625), np.float64(1090.3560791015625))","(np.float64(881.3150024414062), np.float64(1031.973388671875))","(np.float64(916.2603149414062), np.float64(1096.3031005859375))","(np.float64(893.4915771484375), np.float64(1063.88427734375))","(np.float64(882.1397705078125), np.float64(1104.2843017578125))"
9,1,labels_v001_171_09_13_21_ Cage Yesh_ 2_Mated_sub12_412_423_analysis,"(np.float64(899.031005859375), np.float64(972.4407958984375))","(np.float64(970.5751342773438), np.float64(1074.5213623046875))","(np.float64(887.1436767578125), np.float64(984.3422241210938))","(np.float64(958.75634765625), np.float64(1084.4718017578125))","(np.float64(879.1707763671875), np.float64(1004.7598876953125))","(np.float64(938.700439453125), np.float64(1090.7196044921875))","(np.float64(882.9391479492188), np.float64(1032.28759765625))","(np.float64(916.4483642578125), np.float64(1096.6202392578125))","(np.float64(894.912109375), np.float64(1064.285400390625))","(np.float64(882.5386962890625), np.float64(1104.794189453125))"
