frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(894.8267822265625), np.float64(896.95361328125))","(np.float64(976.6685791015625), np.float64(923.8444213867188))","(np.float64(885.03955078125), np.float64(908.9697265625))","(np.float64(978.4967651367188), np.float64(937.8222045898438))","(np.float64(882.9392700195312), np.float64(931.2325439453125))","(np.float64(970.838623046875), np.float64(957.6357421875))","(np.float64(888.7611083984375), np.float64(956.9794921875))","(np.float64(960.5043334960938), np.float64(977.5407104492188))","(np.float64(900.5892333984375), np.float64(977.4017944335938))","(np.float64(952.4188232421875), np.float64(1001.6082763671875))"
1,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(895.1370849609375), np.float64(896.93212890625))","(np.float64(977.8897705078125), np.float64(924.72705078125))","(np.float64(885.3740844726562), np.float64(908.9253540039062))","(np.float64(978.054443359375), np.float64(937.3082885742188))","(np.float64(883.2648315429688), np.float64(931.2012939453125))","(np.float64(971.78076171875), np.float64(957.0521240234375))","(np.float64(889.0592041015625), np.float64(956.9708251953125))","(np.float64(959.7761840820312), np.float64(976.93408203125))","(np.float64(901.1829833984375), np.float64(977.2622680664062))","(np.float64(949.9227294921875), np.float64(999.3095703125))"
2,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(894.6530151367188), np.float64(896.5491333007812))","(np.float64(977.0543823242188), np.float64(924.3818359375))","(np.float64(884.9274291992188), np.float64(908.5789184570312))","(np.float64(977.1410522460938), np.float64(938.3240356445312))","(np.float64(882.7261352539062), np.float64(930.7998657226562))","(np.float64(969.1092529296875), np.float64(956.6614379882812))","(np.float64(888.6198120117188), np.float64(956.5867309570312))","(np.float64(956.902099609375), np.float64(976.487548828125))","(np.float64(900.7484741210938), np.float64(977.0018310546875))","(np.float64(948.7514038085938), np.float64(998.7821044921875))"
3,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(893.907958984375), np.float64(896.4378662109375))","(np.float64(976.2577514648438), np.float64(922.918701171875))","(np.float64(884.1834716796875), np.float64(908.4907836914062))","(np.float64(976.2365112304688), np.float64(936.8671264648438))","(np.float64(881.9741821289062), np.float64(930.6746215820312))","(np.float64(968.2930908203125), np.float64(956.6660766601562))","(np.float64(887.9434204101562), np.float64(956.4591674804688))","(np.float64(956.1932373046875), np.float64(976.55712890625))","(np.float64(899.94189453125), np.float64(978.3904418945312))","(np.float64(946.4802856445312), np.float64(998.8028564453125))"
4,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(894.3885498046875), np.float64(896.2850952148438))","(np.float64(976.7239990234375), np.float64(923.9686889648438))","(np.float64(884.6221313476562), np.float64(908.3405151367188))","(np.float64(976.74169921875), np.float64(937.9360961914062))","(np.float64(882.3759155273438), np.float64(930.5360717773438))","(np.float64(968.8436889648438), np.float64(956.316162109375))","(np.float64(888.3944091796875), np.float64(956.3081665039062))","(np.float64(956.7181396484375), np.float64(976.1921997070312))","(np.float64(900.5614624023438), np.float64(978.1580810546875))","(np.float64(947.06201171875), np.float64(998.5433959960938))"
5,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(894.9605102539062), np.float64(896.1341552734375))","(np.float64(977.1766967773438), np.float64(924.367431640625))","(np.float64(885.1490478515625), np.float64(908.2166137695312))","(np.float64(977.2593383789062), np.float64(938.26171875))","(np.float64(882.8912963867188), np.float64(930.3920288085938))","(np.float64(969.3674926757812), np.float64(956.6660766601562))","(np.float64(888.828125), np.float64(956.1549072265625))","(np.float64(957.1372680664062), np.float64(976.5106201171875))","(np.float64(903.01416015625), np.float64(976.5403442382812))","(np.float64(947.4845581054688), np.float64(1000.5568237304688))"
6,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(894.7998657226562), np.float64(896.048828125))","(np.float64(977.187255859375), np.float64(924.25732421875))","(np.float64(884.982177734375), np.float64(908.1517944335938))","(np.float64(977.2371215820312), np.float64(936.7450561523438))","(np.float64(882.6719970703125), np.float64(930.302001953125))","(np.float64(969.42724609375), np.float64(956.5901489257812))","(np.float64(888.6285400390625), np.float64(956.063720703125))","(np.float64(957.2305297851562), np.float64(976.4514770507812))","(np.float64(902.70166015625), np.float64(977.9371337890625))","(np.float64(947.5844116210938), np.float64(1000.452392578125))"
7,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(894.5072021484375), np.float64(896.203125))","(np.float64(975.4320068359375), np.float64(923.0481567382812))","(np.float64(884.7100830078125), np.float64(908.2365112304688))","(np.float64(975.5446166992188), np.float64(936.9285888671875))","(np.float64(882.3304443359375), np.float64(930.4444580078125))","(np.float64(969.2286376953125), np.float64(956.7677001953125))","(np.float64(888.4346313476562), np.float64(956.238525390625))","(np.float64(957.1287231445312), np.float64(976.6922607421875))","(np.float64(902.6068115234375), np.float64(976.5621948242188))","(np.float64(948.9349365234375), np.float64(1000.7938232421875))"
8,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(894.01611328125), np.float64(896.0302734375))","(np.float64(975.3330688476562), np.float64(923.438720703125))","(np.float64(884.25244140625), np.float64(908.112060546875))","(np.float64(975.5382080078125), np.float64(937.3331909179688))","(np.float64(881.9116821289062), np.float64(930.2896728515625))","(np.float64(969.342529296875), np.float64(957.1934204101562))","(np.float64(888.0748901367188), np.float64(956.0333862304688))","(np.float64(957.3662719726562), np.float64(977.1595458984375))","(np.float64(900.4067993164062), np.float64(978.0022583007812))","(np.float64(949.2538452148438), np.float64(1001.471923828125))"
9,0,labels_v001_159_09_13_21_ Cage Wo_ 2_Virgin_sub7_483_514_analysis,"(np.float64(894.171142578125), np.float64(896.3026733398438))","(np.float64(977.6171264648438), np.float64(924.64794921875))","(np.float64(884.4269409179688), np.float64(908.432861328125))","(np.float64(979.3643188476562), np.float64(940.1244506835938))","(np.float64(882.1783447265625), np.float64(930.5796508789062))","(np.float64(971.6464233398438), np.float64(960.0615234375))","(np.float64(888.1061401367188), np.float64(956.3108520507812))","(np.float64(961.3450927734375), np.float64(980.2536010742188))","(np.float64(900.4231567382812), np.float64(976.582763671875))","(np.float64(953.6455688476562), np.float64(1004.280029296875))"
