frame,condition,filename,thorax_mosquito1,thorax_mosquito2,abdo1_mosquito1,abdo1_mosquito2,abdo2_mosquito1,abdo2_mosquito2,abdo3_mosquito1,abdo3_mosquito2,abdo4_mosquito1,abdo4_mosquito2
0,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(879.189208984375), np.float64(933.0476684570312))","(np.float64(959.6016235351562), np.float64(960.18017578125))","(np.float64(871.1715087890625), np.float64(944.9332275390625))","(np.float64(961.63623046875), np.float64(974.38232421875))","(np.float64(869.1748046875), np.float64(967.2313842773438))","(np.float64(961.8038940429688), np.float64(996.1698608398438))","(np.float64(876.9462280273438), np.float64(993.005859375))","(np.float64(963.4871826171875), np.float64(1018.6384887695312))","(np.float64(897.0763549804688), np.float64(1017.25537109375))","(np.float64(969.8330688476562), np.float64(1046.303466796875))"
1,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(896.3919067382812), np.float64(931.64404296875))","(np.float64(977.0907592773438), np.float64(946.4142456054688))","(np.float64(888.6112060546875), np.float64(943.7982177734375))","(np.float64(979.3746948242188), np.float64(960.711181640625))","(np.float64(888.270751953125), np.float64(966.0669555664062))","(np.float64(983.3848266601562), np.float64(982.6336669921875))","(np.float64(896.4222412109375), np.float64(991.640625))","(np.float64(989.0379028320312), np.float64(1003.0358276367188))","(np.float64(914.507080078125), np.float64(1013.8156127929688))","(np.float64(999.1455078125), np.float64(1028.5994873046875))"
2,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(911.8851318359375), np.float64(928.5411987304688))","(np.float64(989.5501708984375), np.float64(928.8533935546875))","(np.float64(905.6688842773438), np.float64(940.9085693359375))","(np.float64(997.5419311523438), np.float64(942.587158203125))","(np.float64(905.7685546875), np.float64(962.906494140625))","(np.float64(1005.681640625), np.float64(962.5809936523438))","(np.float64(915.8317260742188), np.float64(988.4815673828125))","(np.float64(1013.59228515625), np.float64(984.4711303710938))","(np.float64(933.8890991210938), np.float64(1010.5230712890625))","(np.float64(1029.5078125), np.float64(1006.730224609375))"
3,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(906.6435546875), np.float64(928.8074951171875))","(np.float64(978.0472412109375), np.float64(951.1939697265625))","(np.float64(900.4204711914062), np.float64(942.7295532226562))","(np.float64(982.059326171875), np.float64(965.9938354492188))","(np.float64(900.3204345703125), np.float64(963.201416015625))","(np.float64(985.0155944824219), np.float64(986.1401062011719))","(np.float64(908.5516357421875), np.float64(988.7918701171875))","(np.float64(987.0686645507812), np.float64(1008.9808654785156))","(np.float64(928.581787109375), np.float64(1011.314697265625))","(np.float64(997.0705871582031), np.float64(1033.2360229492188))"
4,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(890.1015625), np.float64(932.5047607421875))","(np.float64(966.5443115234375), np.float64(973.5345458984375))","(np.float64(883.8187866210938), np.float64(944.7376708984375))","(np.float64(966.5767211914062), np.float64(989.4005126953125))","(np.float64(882.058349609375), np.float64(966.763671875))","(np.float64(964.3495483398438), np.float64(1009.69921875))","(np.float64(891.9593505859375), np.float64(992.5148315429688))","(np.float64(960.5450439453125), np.float64(1033.4906005859375))","(np.float64(908.2882080078125), np.float64(1014.7051391601562))","(np.float64(964.6333618164062), np.float64(1059.7418212890625))"
5,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(879.9354858398438), np.float64(932.009033203125))","(np.float64(959.4048461914062), np.float64(968.0750122070312))","(np.float64(873.5584106445312), np.float64(944.1817626953125))","(np.float64(959.608154296875), np.float64(982.3576049804688))","(np.float64(871.7099609375), np.float64(966.1426391601562))","(np.float64(959.5838623046875), np.float64(1003.9335327148438))","(np.float64(879.7123413085938), np.float64(991.9989013671875))","(np.float64(957.4979858398438), np.float64(1028.0401611328125))","(np.float64(899.5089721679688), np.float64(1016.0026245117188))","(np.float64(965.6554565429688), np.float64(1054.4564208984375))"
6,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(885.1577758789062), np.float64(931.7650756835938))","(np.float64(961.7835083007812), np.float64(971.9769287109375))","(np.float64(877.1630249023438), np.float64(943.8751831054688))","(np.float64(961.8333740234375), np.float64(985.9535522460938))","(np.float64(875.1347045898438), np.float64(965.6934814453125))","(np.float64(959.9703369140625), np.float64(1008.0491333007812))","(np.float64(881.1097412109375), np.float64(991.7015991210938))","(np.float64(959.5990600585938), np.float64(1031.9962158203125))","(np.float64(900.8658447265625), np.float64(1015.9852294921875))","(np.float64(964.025634765625), np.float64(1056.1690673828125))"
7,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(898.058837890625), np.float64(931.7179565429688))","(np.float64(976.527587890625), np.float64(941.7709350585938))","(np.float64(891.7069702148438), np.float64(943.9097900390625))","(np.float64(982.4966430664062), np.float64(955.6854858398438))","(np.float64(889.945556640625), np.float64(966.0160522460938))","(np.float64(988.62158203125), np.float64(977.5218505859375))","(np.float64(899.8900146484375), np.float64(991.7476196289062))","(np.float64(996.1590576171875), np.float64(998.1024169921875))","(np.float64(918.1375122070312), np.float64(1015.8004760742188))","(np.float64(1012.08984375), np.float64(1021.5254516601562))"
8,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(895.026611328125), np.float64(928.7330932617188))","(np.float64(974.1826171875), np.float64(936.3870849609375))","(np.float64(887.2670288085938), np.float64(942.5958862304688))","(np.float64(980.3114013671875), np.float64(950.484130859375))","(np.float64(886.886474609375), np.float64(962.9053955078125))","(np.float64(988.2655639648438), np.float64(968.6736450195312))","(np.float64(893.0082397460938), np.float64(988.5418701171875))","(np.float64(996.1533203125), np.float64(990.8121337890625))","(np.float64(911.3397827148438), np.float64(1013.013916015625))","(np.float64(1012.4759521484375), np.float64(1014.583984375))"
9,1,labels_v001_126_08_23_21_ Cage A_ 1_Mated_sub8_493_507_analysis,"(np.float64(888.9968872070312), np.float64(932.0777587890625))","(np.float64(968.5152587890625), np.float64(939.075927734375))","(np.float64(882.6549682617188), np.float64(944.205322265625))","(np.float64(972.775634765625), np.float64(954.6943969726562))","(np.float64(880.7032470703125), np.float64(966.2762451171875))","(np.float64(980.565185546875), np.float64(973.1348266601562))","(np.float64(888.7177734375), np.float64(992.0528564453125))","(np.float64(988.4063720703125), np.float64(996.6747436523438))","(np.float64(906.7722778320312), np.float64(1016.1154174804688))","(np.float64(1004.5999755859375), np.float64(1018.9803466796875))"
