Observation id	08.19.21_ Set 1_ Cage A_ 2_Mated							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4							
								
Observation date	2021-08-30 14:56:03							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
59.902	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			START
109.155	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			STOP
154.156	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			START
214.401	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			STOP
231.154	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			START
294.357	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			STOP
298.006	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			START
320.655	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			STOP
397.657	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			START
412.657	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			STOP
420.156	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			START
523.657	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			STOP
525.653	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			START
535.153	/Volumes/LaCie/08.19.21/Set 1/Cage A/2.mp4	544.100	30.0	female	genital contact			STOP
