Observation id	09.07.21_ Cage 4_ 1_Mated							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/09.07.21/Cage 4/1.mp4							
								
Observation date	2022-01-07 15:43:55							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
92.157	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			START
100.153	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			STOP
120.288	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			START
126.988	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			STOP
274.037	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			START
284.135	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			STOP
299.088	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			START
330.588	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			STOP
419.139	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			START
431.387	/Volumes/LaCie/09.07.21/Cage 4/1.mp4	499.200	30.0	female	genital contact			STOP
