Observation id	08.19.21_ Set 2_ Cage B_ 3_Mated							
								
Media file(s)								
								
Player #1	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4							
								
Observation date	2021-11-02 13:24:01							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
92.321	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4	541.930	30.0	female	genital contact			START
106.322	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4	541.930	30.0	female	genital contact			STOP
266.818	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4	541.930	30.0	female	genital contact			START
282.821	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4	541.930	30.0	female	genital contact			STOP
390.655	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4	541.930	30.0	female	genital contact			START
406.157	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4	541.930	30.0	female	genital contact			STOP
492.656	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4	541.930	30.0	female	genital contact			START
516.758	/Volumes/LaCie/08.19.21/Set 2/Cage B/3.mp4	541.930	30.0	female	genital contact			STOP
