track,frame_idx,instance.score,Thorax.x,Thorax.y,Thorax.score
female,0,0.8116844296455383,445.0508728027344,320.6308898925781,0.9377672076225281
female,1,0.6954969167709351,444.37396240234375,319.4710388183594,0.9388357996940613
female,2,0.6971548199653625,444.3616027832031,319.4786376953125,0.9379975199699402
female,3,0.7147631645202637,446.31939697265625,321.8547668457031,0.9396674036979675
female,4,0.7166955471038818,446.30419921875,321.8595886230469,0.9398106336593628
female,5,0.7257968187332153,449.53375244140625,325.6449890136719,0.938982367515564
female,6,0.7242898344993591,449.5345153808594,325.6646728515625,0.9392262101173401
female,7,0.687094509601593,455.3143615722656,328.85198974609375,0.9379612803459167
female,8,0.7544245719909668,463.9154357910156,332.39276123046875,0.9380097985267639
female,9,0.7472191452980042,463.7818603515625,332.3910827636719,0.9385339021682739
female,10,0.7106615304946899,475.4676513671875,336.3760681152344,0.9380661845207214
female,11,0.7108924984931946,475.4704284667969,336.3773193359375,0.9381614923477173
female,12,0.7093180418014526,485.9756774902344,339.48248291015625,0.9356226325035095
female,13,0.7338798642158508,493.4520263671875,340.1802673339844,0.9370829463005066
female,14,0.732952892780304,493.41876220703125,340.19964599609375,0.9382564425468445
female,15,0.7601202726364136,498.09368896484375,338.0879821777344,0.9410060048103333
female,16,0.7585518956184387,498.04351806640625,338.0998229980469,0.9408869743347168
female,17,0.7374316453933716,501.7917785644531,332.78057861328125,0.9399696588516235
female,18,0.7244510650634766,506.6543273925781,323.7743225097656,0.9385026693344116
female,19,0.7315717339515686,506.6470642089844,323.74957275390625,0.9391595125198364
female,20,0.7308031320571899,513.1967163085938,312.3288269042969,0.9379569888114929
female,21,0.7391607165336609,521.0332641601562,299.74853515625,0.9378020167350769
female,22,0.7504391074180603,521.1350708007812,299.7170104980469,0.9368698596954346
female,23,0.7574470639228821,529.6578369140625,286.5283203125,0.9373032450675964
female,24,0.77008056640625,529.5989379882812,286.3906555175781,0.9371262192726135
female,25,0.7567169070243835,537.8873291015625,274.46240234375,0.9374716877937317
female,26,0.7937092781066895,543.2112426757812,273.7220764160156,0.9398754239082336
female,27,0.791988730430603,543.241455078125,273.7013244628906,0.939834475517273
female,28,0.7487401962280273,545.658935546875,271.985107421875,0.9389268755912781
female,29,0.7504590749740601,545.7311401367188,271.9165344238281,0.9384539723396301
female,30,0.8524454832077026,540.3584594726562,264.74139404296875,0.9383077025413513
female,31,0.7813923954963684,532.8795166015625,255.31710815429688,0.9365507364273071
female,32,0.7855180501937866,532.847412109375,255.31539916992188,0.9365200400352478
female,33,0.7649805545806885,527.521728515625,244.9279022216797,0.9386742115020752
female,34,0.7658491730690002,527.5195922851562,244.9315948486328,0.938720703125
female,35,0.7856981754302979,524.927734375,236.57786560058594,0.9357600212097168
female,36,0.7262158393859863,524.2037353515625,230.61334228515625,0.9379004240036011
female,37,0.7269564867019653,524.2053833007812,230.6089324951172,0.9382230639457703
female,38,0.7342900633811951,523.9193115234375,225.62960815429688,0.9373287558555603
female,39,0.7316129803657532,523.8562622070312,225.63243103027344,0.9373496174812317
female,40,0.7387750148773193,524.0887451171875,221.17816162109375,0.9397954940795898
female,41,0.741797924041748,524.8099975585938,216.1530303955078,0.9397010207176208
female,42,0.7423315644264221,524.800537109375,216.1477508544922,0.9393454194068909
female,43,0.6470455527305603,526.1780395507812,209.13648986816406,0.9381739497184753
female,44,0.646916925907135,525.7091064453125,209.2353057861328,0.9374169111251831
female,45,0.7761290073394775,526.82080078125,199.83917236328125,0.9375466704368591
female,46,0.7447317242622375,527.12353515625,191.41156005859375,0.9368954300880432
female,47,0.7450796365737915,527.1074829101562,191.49392700195312,0.9370354413986206
female,48,0.7223879098892212,527.5111083984375,183.28836059570312,0.9372708797454834
female,49,0.6891211271286011,526.535888671875,177.07037353515625,0.9347206950187683
female,50,0.7626607418060303,523.8361206054688,173.74745178222656,0.9346566796302795
