track,frame_idx,instance.score,Thorax.x,Thorax.y,Thorax.score
female,292,0.5813348293304443,531.5699462890625,432.3203125,0.9423044323921204
male,292,0.6821526885032654,515.5626220703125,680.474853515625,0.9401301741600037
female,293,0.7902979850769043,527.4557495117188,461.00421142578125,0.9421255588531494
male,293,0.6847209334373474,498.5464172363281,671.122314453125,0.9477388858795166
female,294,0.8252838253974915,522.6196899414062,499.77691650390625,0.9364287257194519
male,294,0.6279932260513306,368.6365661621094,682.63427734375,0.9416980743408203
female,295,0.8255907297134399,522.6206665039062,499.778076171875,0.9366989135742188
male,295,0.6268892288208008,368.6365661621094,682.6364135742188,0.9417127966880798
female,296,0.8551501631736755,520.0640258789062,499.74017333984375,0.9397566914558411
male,296,0.6567360162734985,347.0462951660156,677.0296020507812,0.9401698112487793
female,297,0.8615644574165344,519.5067749023438,493.65936279296875,0.939241349697113
male,297,0.578191876411438,315.7597961425781,685.8966064453125,0.9373164772987366
female,298,0.821844756603241,520.45751953125,485.9490051269531,0.9367116689682007
male,298,0.7435321807861328,303.9197692871094,678.1317138671875,0.940423309803009
female,299,0.8213876485824585,520.456787109375,485.9495544433594,0.9367116689682007
male,299,0.743077278137207,303.9241027832031,678.1416015625,0.9405378699302673
female,300,0.8175497055053711,517.1210327148438,458.46014404296875,0.9416561126708984
male,300,0.6924878358840942,288.7598876953125,670.3200073242188,0.9402139782905579
female,301,0.8294329047203064,503.7469177246094,439.9058532714844,0.941152811050415
male,301,0.6638386845588684,264.2691955566406,679.0817260742188,0.9415146112442017
female,302,0.7872647047042847,484.935791015625,429.7406311035156,0.9420673847198486
male,302,0.6824212074279785,250.732177734375,669.4668579101562,0.9413008689880371
female,303,0.7938214540481567,469.65338134765625,419.4477233886719,0.9406878352165222
male,303,0.6633015871047974,233.96348571777344,657.9090576171875,0.9393887519836426
female,305,0.7675226926803589,444.93902587890625,372.5993957519531,0.9384981393814087
male,305,0.6464321613311768,136.90512084960938,661.9905395507812,0.9418659210205078
female,306,0.7776486277580261,445.004638671875,372.63751220703125,0.9392309784889221
male,306,0.6462659239768982,136.91607666015625,661.9974975585938,0.9417010545730591
female,307,0.45448166131973267,403.0289001464844,328.3947448730469,0.9412744045257568
male,307,0.5740532279014587,80.08245086669922,650.5323486328125,0.9388185143470764
female,308,0.4575422406196594,403.06353759765625,328.4401550292969,0.941447377204895
male,308,0.5691957473754883,80.09479522705078,650.568359375,0.9374457597732544
female,312,0.46066007018089294,257.4322814941406,71.91805267333984,0.9373663663864136
male,312,0.6646694540977478,69.95308685302734,648.9234619140625,0.9437989592552185
female,313,0.741654634475708,248.63368225097656,63.45417022705078,0.9400355815887451
male,313,0.735145092010498,70.2894515991211,645.4395141601562,0.9377951622009277
female,314,0.5328494906425476,259.0818786621094,73.96331024169922,0.9376429319381714
male,314,0.8425891399383545,70.21060943603516,640.9523315429688,0.9386224150657654
female,315,0.5275744795799255,259.0968933105469,73.94500732421875,0.9383262991905212
male,315,0.8426867723464966,70.209228515625,640.9445190429688,0.9391400218009949
female,316,0.7677754759788513,264.33502197265625,64.46582794189453,0.9399844408035278
male,316,0.8717268109321594,70.36129760742188,639.8892211914062,0.941379964351654
female,317,0.9178155064582825,253.49501037597656,61.73323440551758,0.9384206533432007
male,317,0.9145692586898804,71.00892639160156,640.0021362304688,0.9415987730026245
female,318,0.7471652626991272,255.409912109375,75.7988510131836,0.9374174475669861
male,318,0.8588500022888184,70.83734130859375,641.8871459960938,0.9363912343978882
female,319,0.804385244846344,257.9953918457031,83.23392486572266,0.9371882677078247
male,319,0.890989363193512,70.91862487792969,642.185791015625,0.9344922304153442
female,320,0.8025697469711304,258.0042419433594,83.23428344726562,0.938327968120575
male,320,0.8940380215644836,70.9231185913086,642.201416015625,0.9357028007507324
female,321,0.7251982688903809,265.74615478515625,81.95320892333984,0.9367700815200806
male,321,0.7193583846092224,70.6401596069336,646.0038452148438,0.941875696182251
female,322,0.7233693599700928,265.7486267089844,81.95297241210938,0.9368064999580383
male,322,0.720257043838501,70.6530532836914,646.0059814453125,0.9418922066688538
female,323,0.8121275901794434,266.82440185546875,75.32360076904297,0.9363494515419006
male,323,0.6672698855400085,71.55436706542969,647.661865234375,0.9432945847511292
female,324,0.8842988014221191,264.96612548828125,69.38335418701172,0.9409294724464417
male,324,0.7071242928504944,71.82151794433594,647.970703125,0.949204683303833
female,325,0.8843784332275391,264.9662170410156,69.38346099853516,0.940932035446167
male,325,0.7071242928504944,71.82151794433594,647.970703125,0.949204683303833
female,326,1.0055640935897827,258.5390319824219,59.022525787353516,0.9400634765625
male,326,0.6750398874282837,71.85429382324219,648.7341918945312,0.9448954463005066
female,327,0.8808841705322266,260.64678955078125,80.178466796875,0.9376150965690613
male,327,0.6503761410713196,72.11804962158203,649.2002563476562,0.9444081783294678
female,328,0.928235650062561,263.6441345214844,91.16387939453125,0.9362258315086365
male,328,0.7359370589256287,71.95404052734375,648.6659545898438,0.9449005126953125
female,329,0.8550461530685425,267.6611328125,98.56468963623047,0.9360339641571045
