track,frame_idx,instance.score,Thorax.x,Thorax.y,Thorax.score
female,266,0.7865317463874817,356.37603759765625,182.7369842529297,0.9371720552444458
male,266,0.6132628917694092,653.7698974609375,305.73876953125,0.9398952722549438
female,267,0.7865492701530457,356.3742980957031,182.74935913085938,0.9370799660682678
male,267,0.6174081563949585,653.76318359375,305.75506591796875,0.9400781393051147
female,268,0.7795222997665405,347.0798034667969,213.9729766845703,0.9395070672035217
male,268,0.7996030449867249,658.7077026367188,336.479736328125,0.9372409582138062
female,269,0.7303892374038696,339.1077880859375,230.15066528320312,0.9381632804870605
male,269,0.779209315776825,659.27880859375,346.7017822265625,0.9373266100883484
female,270,0.774471640586853,330.8748474121094,244.8839874267578,0.937354326248169
male,270,0.7979428172111511,658.5909423828125,352.7646789550781,0.9399384260177612
female,271,0.8181567192077637,325.75872802734375,254.77288818359375,0.9339752793312073
male,271,0.7245807647705078,661.7573852539062,354.13653564453125,0.9390487670898438
female,272,0.8062569499015808,323.9198913574219,260.446044921875,0.9340530037879944
male,272,0.813505232334137,660.5989379882812,347.2133483886719,0.9395434856414795
female,273,0.8487250208854675,321.5545959472656,263.1018981933594,0.9372633695602417
male,273,0.7389167547225952,649.0429077148438,338.9189758300781,0.9379133582115173
female,274,0.8089633584022522,318.6475524902344,266.9012145996094,0.9366350769996643
male,274,0.7523481845855713,640.19384765625,332.4775695800781,0.9400437474250793
female,275,0.7586866617202759,314.85150146484375,280.075927734375,0.9368013739585876
male,275,0.8455920219421387,637.4530639648438,324.2646179199219,0.9377371072769165
female,276,0.7871319651603699,308.1839294433594,293.30047607421875,0.9388333559036255
male,276,0.6814286112785339,643.3973388671875,317.4698791503906,0.9405016303062439
female,277,0.7463321089744568,300.61041259765625,302.9748229980469,0.9349758625030518
male,277,0.7334398031234741,649.62060546875,322.3809814453125,0.9398137331008911
male,278,0.861144483089447,649.8800659179688,326.3941345214844,0.9393112063407898
female,279,0.7839888334274292,301.7403564453125,308.4828796386719,0.9376623034477234
male,279,0.7837058305740356,648.8902587890625,328.9151611328125,0.9395815134048462
male,280,0.8250298500061035,297.8255615234375,335.08642578125,0.9372011423110962
male,281,0.8218453526496887,297.8149108886719,335.05621337890625,0.9372346997261047
female,282,0.823379397392273,291.1585693359375,362.6982116699219,0.9348998069763184
male,282,0.855322003364563,648.0509643554688,326.5102844238281,0.940563976764679
female,283,0.8239739537239075,291.1582336425781,362.6985778808594,0.9348998069763184
male,283,0.8532096147537231,648.0479736328125,326.5097351074219,0.941215455532074
male,284,0.8300506472587585,647.5258178710938,323.5274963378906,0.9395858645439148
male,285,0.7666658759117126,646.6655883789062,324.063232421875,0.9397507905960083
female,286,0.8017797470092773,267.6263732910156,389.1394958496094,0.9361114501953125
male,286,0.8763790130615234,645.45849609375,324.3172912597656,0.9389063119888306
male,287,0.8123441934585571,643.4058227539062,318.3565368652344,0.93866366147995
male,288,0.8094394207000732,643.322509765625,318.4023132324219,0.9386608600616455
male,294,0.7674182653427124,599.192626953125,294.376953125,0.9384424686431885
male,295,0.7745153903961182,599.109375,294.4016418457031,0.9383299946784973
male,296,0.7570053339004517,200.41717529296875,361.37652587890625,0.9355216026306152
male,298,0.7104804515838623,590.82958984375,292.7334899902344,0.9397821426391602
male,299,0.7687839269638062,593.8851928710938,293.1163024902344,0.937055230140686
female,300,0.6467686891555786,123.67333221435547,328.3910827636719,0.940330445766449
male,300,0.7944126129150391,593.9852294921875,293.2462158203125,0.9422889351844788
female,301,0.6508001089096069,101.37844848632812,321.2878723144531,0.9380940794944763
male,301,0.7828214168548584,597.4913330078125,296.3016357421875,0.9395248889923096
female,302,0.6193479299545288,77.94952392578125,313.6786193847656,0.9401368498802185
male,302,0.6901732087135315,600.1092529296875,297.6621398925781,0.9377509355545044
female,303,0.7400090098381042,54.73859405517578,302.1274719238281,0.9388828873634338
male,303,0.7754397988319397,597.5821533203125,296.18878173828125,0.9415046572685242
female,304,0.8333696126937866,54.798301696777344,298.46502685546875,0.9411159753799438
male,304,0.755662202835083,596.0907592773438,295.3568115234375,0.9381195902824402
female,305,0.7719846367835999,67.73928833007812,303.7250061035156,0.9385472536087036
male,305,0.7706997990608215,599.8091430664062,298.27996826171875,0.9398826956748962
female,306,0.7322209477424622,68.90303802490234,310.43975830078125,0.9383867383003235
male,306,0.6881817579269409,600.756591796875,299.50390625,0.9386411905288696
female,307,0.7178487777709961,63.30248260498047,316.1204528808594,0.9385536313056946
male,307,0.8207691311836243,598.9638061523438,298.9164733886719,0.9370879530906677
female,308,0.7172092795372009,63.30247497558594,316.1253356933594,0.9384034872055054
male,308,0.8206999897956848,598.9616088867188,298.9187316894531,0.9370855689048767
female,309,0.709584653377533,52.43870162963867,328.9918212890625,0.9370243549346924
male,309,0.7972372174263,599.8455200195312,298.4189758300781,0.9385722875595093
female,310,0.7925803661346436,58.65385818481445,336.32208251953125,0.9370876550674438
male,310,0.8151458501815796,602.5496826171875,300.806396484375,0.9367921352386475
female,311,0.7889193892478943,62.369693756103516,344.87384033203125,0.9373676776885986
male,311,0.7408947348594666,602.8964233398438,300.14837646484375,0.9372305870056152
female,312,0.803071916103363,71.49917602539062,354.94189453125,0.942647397518158
male,312,0.8754969239234924,604.1674194335938,301.33929443359375,0.9384027719497681
female,313,0.8027489185333252,71.50123596191406,354.9425354003906,0.9425625205039978
male,313,0.8754990696907043,604.1674194335938,301.3392639160156,0.9384027719497681
female,314,0.7274820804595947,71.66163635253906,353.65032958984375,0.9399306774139404
male,314,0.7432193756103516,605.0728759765625,315.9096984863281,0.9402674436569214
female,315,0.8523617386817932,69.61166381835938,352.8608703613281,0.9382519721984863
male,315,0.8501198887825012,606.671875,329.75689697265625,0.9400787353515625
female,316,0.7594427466392517,67.65030670166016,353.4465637207031,0.934769332408905
male,316,0.8977565169334412,608.9856567382812,342.2928466796875,0.9382202625274658
female,317,0.7832592129707336,60.04644012451172,357.6687316894531,0.9397817254066467
male,317,0.8670588731765747,607.6376342773438,357.76287841796875,0.9403495192527771
female,318,0.8229326605796814,53.868080139160156,357.082763671875,0.9403659701347351
male,318,0.8409948945045471,607.3502807617188,362.6583557128906,0.9389185905456543
female,319,0.7710493206977844,57.00183868408203,354.60601806640625,0.9414034485816956
male,319,0.8398851156234741,608.570556640625,365.0760498046875,0.938349187374115
female,320,0.7579801678657532,64.24080657958984,353.4881591796875,0.9398611187934875
male,320,0.8160884380340576,609.1290283203125,364.74749755859375,0.9402069449424744
female,321,0.7606651186943054,67.70586395263672,357.4248962402344,0.9368073344230652
male,321,0.8541869521141052,609.394287109375,364.9847717285156,0.939774215221405
female,322,0.7415319085121155,70.30329895019531,359.47442626953125,0.937406599521637
male,322,0.7500008940696716,608.5489501953125,366.46783447265625,0.9399360418319702
female,323,0.743657648563385,70.26211547851562,359.4638366699219,0.937317430973053
male,323,0.7597993612289429,608.5532836914062,366.4100036621094,0.9400418996810913
female,324,0.8261407613754272,74.08590698242188,347.675537109375,0.9383580684661865
male,324,0.8218066692352295,603.9611206054688,367.30572509765625,0.939363956451416
female,325,0.8260756731033325,74.08602142333984,347.6765441894531,0.9383316040039062
male,325,0.8220505118370056,603.9601440429688,367.3050537109375,0.9393478035926819
female,326,0.7100274562835693,72.9468994140625,338.2852478027344,0.9377247095108032
male,326,0.810657799243927,601.3356323242188,367.9209899902344,0.9426290392875671
female,327,0.7837066054344177,65.27371978759766,317.3161926269531,0.9373389482498169
male,327,0.796352744102478,594.33984375,391.1518859863281,0.93999183177948
female,328,0.7287112474441528,77.84524536132812,300.2812194824219,0.93979412317276
male,328,0.6854211688041687,602.890380859375,400.7672424316406,0.9381635785102844
female,329,0.8052547574043274,85.43717193603516,295.599365234375,0.9390778541564941
male,329,0.7420523166656494,614.3069458007812,396.92529296875,0.9401527047157288
female,330,0.8511345386505127,90.60797119140625,291.1810302734375,0.940811812877655
male,330,0.7082161903381348,627.671630859375,394.5712585449219,0.9387105703353882
female,331,0.7166517972946167,96.8093032836914,284.1084289550781,0.9366318583488464
male,331,0.7328059673309326,642.430908203125,389.0483703613281,0.9387812614440918
female,332,0.7925816774368286,103.12947082519531,275.2795715332031,0.9380367398262024
male,332,0.7672256827354431,649.8863525390625,382.7174987792969,0.9423673152923584
female,333,0.8060309290885925,108.51359558105469,264.3368225097656,0.9377603530883789
male,333,0.8014094829559326,648.5439453125,375.0141906738281,0.9381863474845886
female,334,0.7082104086875916,111.63909149169922,251.32940673828125,0.9399693012237549
male,334,0.813772439956665,645.1705932617188,365.3863525390625,0.9369964599609375
female,335,0.7347097396850586,115.32157897949219,236.00466918945312,0.9379551410675049
male,335,0.7953222393989563,637.6998901367188,359.82855224609375,0.9384567141532898
female,336,0.8146357536315918,120.88594818115234,203.58706665039062,0.9405352473258972
male,336,0.7865798473358154,618.2463989257812,362.6224060058594,0.9393742084503174
female,337,0.8113307952880859,122.9808578491211,187.84877014160156,0.9384347796440125
male,337,0.7412199378013611,612.1340942382812,366.450439453125,0.939220130443573
female,338,0.7193402647972107,122.58271789550781,174.6898956298828,0.9388434290885925
male,338,0.8320007920265198,612.736572265625,368.36798095703125,0.9371325373649597
female,339,0.7269412875175476,120.52632904052734,164.4766082763672,0.9408971667289734
male,339,0.7547157406806946,613.4509887695312,368.7447204589844,0.9375833868980408
female,340,0.7761480212211609,113.20130157470703,161.3968963623047,0.9382341504096985
male,340,0.7266698479652405,612.4376220703125,372.1531066894531,0.936928391456604
